indication_mesh_id	indication_mesh_term	category_2015	area_2023
D007627	Keloid		signs/symptoms
D007634	Keratitis		ophthalmology
D007640	Keratoconus		ophthalmology
D007644	Darier Disease		congenital
D007644	Darier Disease		dermatology
D007647	Kernicterus		neurology
D007647	Kernicterus		hematology
D007647	Kernicterus		congenital
D007647	Kernicterus		metabolic
D007647	Kernicterus		immune
D007647	Kernicterus		signs/symptoms
D007676	Kidney Failure, Chronic		other
D007751	Labor, Induced		other
D007752	Obstetric Labor, Premature		other
D007759	Labyrinth Diseases		other
D007775	Lactation Disorders		dermatology
D007863	Lecithin Cholesterol Acyltransferase Deficiency		congenital
D007863	Lecithin Cholesterol Acyltransferase Deficiency		metabolic
D007888	Leigh Disease		neurology
D007888	Leigh Disease		congenital
D007888	Leigh Disease		metabolic
D007965	Leukodystrophy, Globoid Cell		neurology
D007965	Leukodystrophy, Globoid Cell		congenital
D007965	Leukodystrophy, Globoid Cell		metabolic
D007971	Leukoplakia		oncology
D008052	Lipid Metabolism, Inborn Errors		congenital
D008052	Lipid Metabolism, Inborn Errors		metabolic
D008067	Lipoma		oncology
D008072	Hyperlipoproteinemia Type I		congenital
D008072	Hyperlipoproteinemia Type I		metabolic
D008103	Liver Cirrhosis		digestive
D008103	Liver Cirrhosis		signs/symptoms
D008107	Liver Diseases		digestive
D008133	Long QT Syndrome		cardiovascular
D008133	Long QT Syndrome		congenital
D008133	Long QT Syndrome		signs/symptoms
D008193	Lyme Disease		infection
D008224	Lymphoma, Follicular		oncology
D008231	Lymphopenia		hematology
D008231	Lymphopenia		immune
D008232	Lymphoproliferative Disorders		hematology
D008232	Lymphoproliferative Disorders		immune
D008286	Malabsorption Syndromes		digestive
D008286	Malabsorption Syndromes		metabolic
D008305	Malignant Hyperthermia		signs/symptoms
D008375	Maple Syrup Urine Disease		neurology
D008375	Maple Syrup Urine Disease		congenital
D008375	Maple Syrup Urine Disease		metabolic
D008379	Marburg Virus Disease		infection
D008382	Marfan Syndrome		musculoskeletal
D008382	Marfan Syndrome		cardiovascular
D008382	Marfan Syndrome		congenital
D008382	Marfan Syndrome		dermatology
D008527	Medulloblastoma		oncology
D008575	Meniere Disease		other
D008579	Meningioma		oncology
D008581	Meningitis		neurology
D008593	Menopause		other
D008661	Metabolism, Inborn Errors		congenital
D008661	Metabolism, Inborn Errors		metabolic
D009083	Mucopolysaccharidoses		congenital
D009083	Mucopolysaccharidoses		dermatology
D009083	Mucopolysaccharidoses		metabolic
D009165	Mycobacterium Infections, Nontuberculous		infection
D009188	Myelitis, Transverse		oncology
D009196	Myeloproliferative Disorders		hematology
D009205	Myocarditis		cardiovascular
D009221	Myositis Ossificans		musculoskeletal
D009222	Myotonia		neurology
D009222	Myotonia		signs/symptoms
D009325	Nausea		signs/symptoms
D009335	Necrobiosis Lipoidica		dermatology
D009335	Necrobiosis Lipoidica		metabolic
D009357	Neonatal Abstinence Syndrome		congenital
D009357	Neonatal Abstinence Syndrome		psychiatry
D009372	Neoplasms, Connective Tissue		oncology
D009394	Nephritis, Hereditary		congenital
D009394	Nephritis, Hereditary		dermatology
D009396	Wilms Tumor		oncology
D009400	Nephrosclerosis		other
D009421	Nervous System Malformations		neurology
D009421	Nervous System Malformations		congenital
D009442	Neurilemmoma		oncology
D009456	Neurofibromatosis 1		oncology
D009471	Neuromyelitis Optica		neurology
D009471	Neuromyelitis Optica		ophthalmology
D009471	Neuromyelitis Optica		immune
D009497	Neurotic Disorders		psychiatry
D009506	Nevus		oncology
D009999	Ossification, Heterotopic		signs/symptoms
D010012	Osteogenesis		musculoskeletal
D010018	Osteomalacia		musculoskeletal
D010018	Osteomalacia		metabolic
D010026	Osteosclerosis		musculoskeletal
D010144	Paget's Disease, Mammary		oncology
D010145	Paget Disease, Extramammary		oncology
D010182	Pancreatic Diseases		digestive
D010188	Exocrine Pancreatic Insufficiency		digestive
D010195	Pancreatitis		digestive
D010243	Paralysis		neurology
D010243	Paralysis		signs/symptoms
D010412	Penile Neoplasms		oncology
D010437	Peptic Ulcer		digestive
D010493	Pericarditis		cardiovascular
D010523	Peripheral Nervous System Diseases		neurology
D010787	Photosensitivity Disorders		dermatology
D010916	Pityriasis Rubra Pilaris		dermatology
D010927	Placental Insufficiency		other
D010930	Plague		infection
D011008	Pneumococcal Infections		infection
D011115	Polyneuropathies		neurology
D011183	Postoperative Complications		signs/symptoms
D011271	Pregnancy, Ectopic		other
D011305	Presbyopia		ophthalmology
D011349	Proctitis		digestive
D011371	Progeria		congenital
D011371	Progeria		metabolic
D011536	Prurigo		dermatology
D011546	Pseudohypoaldosteronism		congenital
D011595	Psychomotor Agitation		neurology
D011595	Psychomotor Agitation		signs/symptoms
D011625	Pterygium		ophthalmology
D011628	Puberty, Delayed		endocrine
D011629	Puberty, Precocious		endocrine
D011649	Pulmonary Alveolar Proteinosis		respiratory
D011818	Rabies		infection
D011832	Radiation Injuries		other
D012003	Rectal Fistula		digestive
D012003	Rectal Fistula		signs/symptoms
D012010	Red-Cell Aplasia, Pure		hematology
D012038	Regeneration		other
D012120	Respiration Disorders		respiratory
D012173	Retinitis		ophthalmology
D012178	Retinopathy of Prematurity		ophthalmology
D012178	Retinopathy of Prematurity		congenital
D012279	Rickets		musculoskeletal
D012279	Rickets		metabolic
D012398	Ross River virus		infection
D012400	Rotavirus Infections		infection
D012497	Sandhoff Disease		neurology
D012497	Sandhoff Disease		congenital
D012497	Sandhoff Disease		metabolic
D012552	Schistosomiasis		infection
D012778	Short Bowel Syndrome		digestive
D012778	Short Bowel Syndrome		signs/symptoms
D012872	Skin Diseases, Vesiculobullous		dermatology
D013106	Sphingolipidoses		neurology
D013106	Sphingolipidoses		congenital
D013106	Sphingolipidoses		metabolic
D013123	Spinal Fusion		other
D013226	Status Epilepticus		neurology
D013226	Status Epilepticus		signs/symptoms
D013276	Stomach Ulcer		digestive
D013280	Stomatitis		other
D013514	Surgical Procedures, Operative		other
D013586	Synovitis, Pigmented Villonodular		oncology
D013625	Takayasu Arteritis		cardiovascular
D013625	Takayasu Arteritis		dermatology
D013661	Tay-Sachs Disease		neurology
D013661	Tay-Sachs Disease		congenital
D013661	Tay-Sachs Disease		metabolic
D013683	Telangiectasia, Hereditary Hemorrhagic		cardiovascular
D013683	Telangiectasia, Hereditary Hemorrhagic		hematology
D013683	Telangiectasia, Hereditary Hemorrhagic		congenital
D013708	Tendon Injuries		other
D013724	Teratoma		oncology
D013771	Tetralogy of Fallot		cardiovascular
D013771	Tetralogy of Fallot		congenital
D013915	Thrombasthenia		hematology
D013915	Thrombasthenia		congenital
D014012	Tinnitus		neurology
D014012	Tinnitus		signs/symptoms
D014103	Torticollis		signs/symptoms
D014123	Toxoplasmosis		infection
D014245	Trichomonas Infections		infection
D014256	Trichotillomania		psychiatry
D014277	Trigeminal Neuralgia		neurology
D014314	Trisomy		signs/symptoms
D014328	Trophoblastic Neoplasms		oncology
D014355	Chagas Disease		infection
D014406	Tularemia		infection
D014456	Ulcer		signs/symptoms
D014526	Urethritis		other
D014555	Urination Disorders		other
D014647	Varicose Ulcer		cardiovascular
D014647	Varicose Ulcer		dermatology
D014652	Vascular Diseases		cardiovascular
D014717	Vertigo		neurology
D014717	Vertigo		signs/symptoms
D014839	Vomiting		signs/symptoms
D014898	Werner Syndrome		congenital
D014898	Werner Syndrome		metabolic
D014929	Wolfram Syndrome		neurology
D014929	Wolfram Syndrome		ophthalmology
D014929	Wolfram Syndrome		congenital
D014929	Wolfram Syndrome		metabolic
D014929	Wolfram Syndrome		endocrine
D014945	Wound Healing		other
D014947	Wounds and Injuries		other
D014983	Xeroderma Pigmentosum		oncology
D015004	Yellow Fever		infection
D015209	Cholangitis, Sclerosing		digestive
D015211	Zellweger Syndrome		digestive
D015211	Zellweger Syndrome		neurology
D015211	Zellweger Syndrome		congenital
D015211	Zellweger Syndrome		metabolic
D015267	Churg-Strauss Syndrome		cardiovascular
D015267	Churg-Strauss Syndrome		hematology
D015267	Churg-Strauss Syndrome		immune
D015270	Mycobacterium avium-intracellulare Infection		infection
D015275	Tumor Lysis Syndrome		hematology
D015275	Tumor Lysis Syndrome		immune
D015325	Pyruvate Dehydrogenase Complex Deficiency Disease		neurology
D015325	Pyruvate Dehydrogenase Complex Deficiency Disease		congenital
D015325	Pyruvate Dehydrogenase Complex Deficiency Disease		metabolic
D015352	Dry Eye Syndromes		ophthalmology
D015419	Spastic Paraplegia, Hereditary		neurology
D015419	Spastic Paraplegia, Hereditary		congenital
D015433	Glomerulonephritis, Membranous		immune
D015451	Leukemia, Lymphocytic, Chronic, B-Cell		oncology
D015461	Leukemia, Prolymphocytic, T-Cell		oncology
D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive		oncology
D015490	HTLV-I Infections		infection
D015490	HTLV-I Infections		immune
D015595	Skin Aging		dermatology
D015715	Corneal Edema		ophthalmology
D015783	Aniridia		ophthalmology
D015783	Aniridia		congenital
D015794	Choroideremia		ophthalmology
D015794	Choroideremia		congenital
D015831	Osteochondroma		oncology
D015837	Vestibular Diseases		other
D015862	Choroid Diseases		ophthalmology
D016262	Postpoliomyelitis Syndrome		infection
D016262	Postpoliomyelitis Syndrome		musculoskeletal
D016262	Postpoliomyelitis Syndrome		neurology
D016403	Lymphoma, Large B-Cell, Diffuse		oncology
D016410	Lymphoma, T-Cell, Cutaneous		oncology
D016411	Lymphoma, T-Cell, Peripheral		oncology
D016464	Lysosomal Storage Diseases		congenital
D016464	Lysosomal Storage Diseases		metabolic
D016472	Motor Neuron Disease		neurology
D016518	Neurofibromatosis 2		oncology
D016537	Gangliosidosis, GM1		neurology
D016537	Gangliosidosis, GM1		congenital
D016537	Gangliosidosis, GM1		metabolic
D016538	Mucopolysaccharidosis VII		congenital
D016538	Mucopolysaccharidosis VII		dermatology
D016538	Mucopolysaccharidosis VII		metabolic
D016557	Guided Tissue Regeneration, Periodontal		other
D016657	Cerebral Amyloid Angiopathy		neurology
D016657	Cerebral Amyloid Angiopathy		cardiovascular
D016657	Cerebral Amyloid Angiopathy		metabolic
D016706	Still's Disease, Adult-Onset		musculoskeletal
D016706	Still's Disease, Adult-Onset		dermatology
D016706	Still's Disease, Adult-Onset		immune
D016738	Alagille Syndrome		digestive
D016738	Alagille Syndrome		cardiovascular
D016738	Alagille Syndrome		congenital
D016739	Behavior, Addictive		psychiatry
D016751	Hepatitis E		infection
D016751	Hepatitis E		digestive
D016849	Keratitis, Herpetic		infection
D016849	Keratitis, Herpetic		ophthalmology
D016878	POEMS Syndrome		neurology
D016878	POEMS Syndrome		hematology
D016878	POEMS Syndrome		congenital
D016878	POEMS Syndrome		immune
D016908	Gram-Positive Bacterial Infections		infection
D017099	IgG Deficiency		hematology
D017099	IgG Deficiency		immune
D017204	Angelman Syndrome		neurology
D017204	Angelman Syndrome		congenital
D017240	Mitochondrial Myopathies		musculoskeletal
D017240	Mitochondrial Myopathies		neurology
D017240	Mitochondrial Myopathies		metabolic
D017241	MELAS Syndrome		musculoskeletal
D017241	MELAS Syndrome		neurology
D017241	MELAS Syndrome		cardiovascular
D017241	MELAS Syndrome		congenital
D017241	MELAS Syndrome		metabolic
D017250	Caliciviridae Infections		infection
D017285	Polymyositis		musculoskeletal
D017285	Polymyositis		neurology
D017492	Keratosis, Seborrheic		dermatology
D017497	Hidradenitis Suppurativa		infection
D017497	Hidradenitis Suppurativa		dermatology
D017511	Pyoderma Gangrenosum		dermatology
D017563	Lung Diseases, Interstitial		respiratory
D017590	Myelinolysis, Central Pontine		neurology
D017590	Myelinolysis, Central Pontine		metabolic
D017676	Lichen Planus, Oral		dermatology
D017728	Lymphoma, Large-Cell, Anaplastic		oncology
D018058	Tympanic Membrane Perforation		other
D018222	Fibromatosis, Aggressive		oncology
D018325	Hemangioblastoma		oncology
D018358	Neuroendocrine Tumors		oncology
D018442	Lymphoma, B-Cell, Marginal Zone		oncology
D018459	Lichen Sclerosus et Atrophicus		dermatology
D018589	Gastroparesis		digestive
D018589	Gastroparesis		signs/symptoms
D018778	Hantavirus Infections		infection
D018798	Anemia, Iron-Deficiency		hematology
D018798	Anemia, Iron-Deficiency		metabolic
D018883	Heat Stroke		other
D018979	Myositis, Inclusion Body		musculoskeletal
D018979	Myositis, Inclusion Body		neurology
D018981	Congenital Disorders of Glycosylation		congenital
D018981	Congenital Disorders of Glycosylation		metabolic
D019142	Hemorrhagic Fever, Ebola		infection
D019190	Iron Overload		metabolic
D019247	HIV Wasting Syndrome		infection
D019247	HIV Wasting Syndrome		metabolic
D019247	HIV Wasting Syndrome		immune
D019449	Pouchitis		digestive
D019636	Neurodegenerative Diseases		neurology
D019650	Hematopoietic Stem Cell Mobilization		other
D019867	Anti-Glomerular Basement Membrane Disease		respiratory
D019867	Anti-Glomerular Basement Membrane Disease		immune
D019873	Schnitzler Syndrome		immune
D019969	Amphetamine-Related Disorders		psychiatry
D019973	Alcohol-Related Disorders		psychiatry
D020018	Sexual Dysfunctions, Psychological		psychiatry
D020147	Coagulation Protein Disorders		hematology
D020158	Hyperglycinemia, Nonketotic		neurology
D020158	Hyperglycinemia, Nonketotic		congenital
D020158	Hyperglycinemia, Nonketotic		metabolic
D020159	Citrullinemia		neurology
D020159	Citrullinemia		congenital
D020159	Citrullinemia		metabolic
D020162	Hyperargininemia		neurology
D020162	Hyperargininemia		congenital
D020162	Hyperargininemia		metabolic
D020163	Ornithine Carbamoyltransferase Deficiency Disease		neurology
D020163	Ornithine Carbamoyltransferase Deficiency Disease		congenital
D020163	Ornithine Carbamoyltransferase Deficiency Disease		metabolic
D020165	Carbamoyl-Phosphate Synthase I Deficiency Disease		neurology
D020165	Carbamoyl-Phosphate Synthase I Deficiency Disease		congenital
D020165	Carbamoyl-Phosphate Synthase I Deficiency Disease		metabolic
D020177	Idiopathic Hypersomnia		neurology
D020177	Idiopathic Hypersomnia		psychiatry
D020192	Lafora Disease		neurology
D020192	Lafora Disease		congenital
D020194	Unverricht-Lundborg Syndrome		neurology
D020194	Unverricht-Lundborg Syndrome		congenital
D020196	Trauma, Nervous System		neurology
D020249	Hormone Replacement Therapy		other
D020250	Postoperative Nausea and Vomiting		signs/symptoms
D020275	Guillain-Barre Syndrome		neurology
D020275	Guillain-Barre Syndrome		immune
D020278	Demyelinating Autoimmune Diseases, CNS		neurology
D020278	Demyelinating Autoimmune Diseases, CNS		immune
D020294	Myasthenic Syndromes, Congenital		neurology
D020294	Myasthenic Syndromes, Congenital		congenital
D020345	Enterocolitis, Necrotizing		digestive
D020391	Muscular Dystrophy, Facioscapulohumeral		musculoskeletal
D020391	Muscular Dystrophy, Facioscapulohumeral		neurology
D020391	Muscular Dystrophy, Facioscapulohumeral		congenital
D020521	Stroke		neurology
D020521	Stroke		cardiovascular
D020522	Lymphoma, Mantle-Cell		oncology
D020739	Brain Diseases, Metabolic, Inborn		neurology
D020739	Brain Diseases, Metabolic, Inborn		congenital
D020739	Brain Diseases, Metabolic, Inborn		metabolic
D020786	Hemangioma, Cavernous, Central Nervous System		oncology
D020788	Bardet-Biedl Syndrome		neurology
D020788	Bardet-Biedl Syndrome		ophthalmology
D020788	Bardet-Biedl Syndrome		congenital
D020914	Myopathies, Structural, Congenital		musculoskeletal
D020914	Myopathies, Structural, Congenital		neurology
D020920	Dyssomnias		neurology
D020920	Dyssomnias		psychiatry
D022861	Hermanski-Pudlak Syndrome		ophthalmology
D022861	Hermanski-Pudlak Syndrome		hematology
D022861	Hermanski-Pudlak Syndrome		congenital
D022861	Hermanski-Pudlak Syndrome		dermatology
D022861	Hermanski-Pudlak Syndrome		metabolic
D027601	Polyomavirus Infections		infection
D028226	Amyloidosis, Familial		congenital
D028226	Amyloidosis, Familial		metabolic
D028227	Amyloid Neuropathies, Familial		neurology
D028227	Amyloid Neuropathies, Familial		congenital
D028227	Amyloid Neuropathies, Familial		metabolic
D028361	Mitochondrial Diseases		metabolic
D029241	Optic Atrophy, Autosomal Dominant		neurology
D029241	Optic Atrophy, Autosomal Dominant		ophthalmology
D029241	Optic Atrophy, Autosomal Dominant		congenital
D029241	Optic Atrophy, Autosomal Dominant		metabolic
D029242	Optic Atrophy, Hereditary, Leber		neurology
D029242	Optic Atrophy, Hereditary, Leber		ophthalmology
D029242	Optic Atrophy, Hereditary, Leber		congenital
D029242	Optic Atrophy, Hereditary, Leber		metabolic
D031249	Erdheim-Chester Disease		hematology
D033581	Stem Cell Transplantation		other
D034381	Hearing Loss		neurology
D034381	Hearing Loss		signs/symptoms
D038261	Alexander Disease		neurology
D038261	Alexander Disease		congenital
D038261	Alexander Disease		metabolic
D041441	Retinoschisis		ophthalmology
D042882	Gallstones		digestive
D042882	Gallstones		signs/symptoms
D043183	Irritable Bowel Syndrome		digestive
D044148	Lymphatic Abnormalities		hematology
D044148	Lymphatic Abnormalities		congenital
D044903	Congenital Hyperinsulinism		digestive
D044903	Congenital Hyperinsulinism		congenital
D044903	Congenital Hyperinsulinism		metabolic
D044968	Regenerative Medicine		other
D045169	Severe Acute Respiratory Syndrome		infection
D045169	Severe Acute Respiratory Syndrome		respiratory
D045464	Henipavirus Infections		infection
D045602	Steatorrhea		digestive
D045602	Steatorrhea		metabolic
D045743	Scleroderma, Diffuse		dermatology
D045745	Scleroderma, Limited		dermatology
D045823	Ileus		digestive
D046152	Gastrointestinal Stromal Tumors		oncology
D046351	Protoporphyria, Erythropoietic		digestive
D046351	Protoporphyria, Erythropoietic		congenital
D046351	Protoporphyria, Erythropoietic		dermatology
D046351	Protoporphyria, Erythropoietic		metabolic
D046589	CADASIL		neurology
D046589	CADASIL		cardiovascular
D046589	CADASIL		congenital
D046589	CADASIL		signs/symptoms
D048550	Hepatic Insufficiency		digestive
D049950	Hyperparathyroidism, Primary		endocrine
D049970	Graves Ophthalmopathy		ophthalmology
D049970	Graves Ophthalmopathy		congenital
D049970	Graves Ophthalmopathy		endocrine
D049970	Graves Ophthalmopathy		immune
D050031	Hashimoto Disease		endocrine
D050151	Subcutaneous Fat		other
D050171	Dyslipidemias		metabolic
D050723	Fractures, Bone		other
D050724	Fractures, Cartilage		other
D051359	Lymphohistiocytosis, Hemophagocytic		hematology
D051799	Delayed Graft Function		signs/symptoms
D052016	Mucositis		digestive
D052018	Bulimia Nervosa		psychiatry
D052120	Glycogen Storage Disease Type IIb		neurology
D052120	Glycogen Storage Disease Type IIb		cardiovascular
D052120	Glycogen Storage Disease Type IIb		congenital
D052120	Glycogen Storage Disease Type IIb		metabolic
D052245	Usher Syndromes		neurology
D052245	Usher Syndromes		ophthalmology
D052245	Usher Syndromes		congenital
D052245	Usher Syndromes		signs/symptoms
D052456	Hypoalphalipoproteinemias		congenital
D052456	Hypoalphalipoproteinemias		metabolic
D052801	Male Urogenital Diseases		other
D053306	Hyper-IgM Immunodeficiency Syndrome		hematology
D053306	Hyper-IgM Immunodeficiency Syndrome		congenital
D053306	Hyper-IgM Immunodeficiency Syndrome		immune
D053549	Pachyonychia Congenita		congenital
D053549	Pachyonychia Congenita		dermatology
D054066	Leukemia, Large Granular Lymphocytic		oncology
D054078	Mevalonate Kinase Deficiency		neurology
D054078	Mevalonate Kinase Deficiency		hematology
D054078	Mevalonate Kinase Deficiency		congenital
D054078	Mevalonate Kinase Deficiency		metabolic
D054078	Mevalonate Kinase Deficiency		immune
D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma		oncology
D054403	Leukemia, Prolymphocytic, B-Cell		oncology
D054429	Leukemia, Myelomonocytic, Juvenile		oncology
D054973	Perivascular Epithelioid Cell Neoplasms		oncology
D055496	Neurogenic Bowel		digestive
D055501	Macrophage Activation Syndrome		immune
D055728	Primary Myelofibrosis		hematology
D055953	Microscopic Polyangiitis		neurology
D055953	Microscopic Polyangiitis		cardiovascular
D055953	Microscopic Polyangiitis		immune
D056693	Propionic Acidemia		congenital
D056693	Propionic Acidemia		metabolic
D056735	Autoimmune Lymphoproliferative Syndrome		hematology
D056735	Autoimmune Lymphoproliferative Syndrome		congenital
D056735	Autoimmune Lymphoproliferative Syndrome		immune
D056769	Alstrom Syndrome		neurology
D056769	Alstrom Syndrome		ophthalmology
D056769	Alstrom Syndrome		congenital
D056770	Netherton Syndrome		congenital
D056770	Netherton Syndrome		dermatology
D056806	Urea Cycle Disorders, Inborn		neurology
D056806	Urea Cycle Disorders, Inborn		congenital
D056806	Urea Cycle Disorders, Inborn		metabolic
D056807	Argininosuccinic Aciduria		neurology
D056807	Argininosuccinic Aciduria		congenital
D056807	Argininosuccinic Aciduria		metabolic
D057049	Thrombotic Microangiopathies		hematology
D057092	Geographic Atrophy		ophthalmology
D057180	Frontotemporal Dementia		neurology
D057180	Frontotemporal Dementia		metabolic
D057180	Frontotemporal Dementia		psychiatry
D057826	Vitelliform Macular Dystrophy		ophthalmology
D057826	Vitelliform Macular Dystrophy		congenital
D058088	Sarcoglycanopathies		musculoskeletal
D058088	Sarcoglycanopathies		respiratory
D058088	Sarcoglycanopathies		neurology
D058088	Sarcoglycanopathies		cardiovascular
D058088	Sarcoglycanopathies		congenital
D058186	Acute Kidney Injury		other
D058456	Retinal Telangiectasis		ophthalmology
D058456	Retinal Telangiectasis		cardiovascular
D058496	Smith-Magenis Syndrome		neurology
D058496	Smith-Magenis Syndrome		congenital
D059226	Nociceptive Pain		signs/symptoms
D059268	Atrophic Vaginitis		other
D059407	Pinguecula		ophthalmology
D060585	Fusariosis		infection
D060585	Fusariosis		dermatology
D061205	Vascular Calcification		metabolic
D061686	Premature Ejaculation		psychiatry
D062025	Organophosphate Poisoning		other
D065227	Transfusion Reaction		hematology
D065227	Transfusion Reaction		immune
D065306	Corneal Injuries		neurology
D065306	Corneal Injuries		ophthalmology
D065446	Premenstrual Dysphoric Disorder		signs/symptoms
D065446	Premenstrual Dysphoric Disorder		psychiatry
D065626	Non-alcoholic Fatty Liver Disease		digestive
D065631	Rhinitis, Allergic		respiratory
D065631	Rhinitis, Allergic		immune
D065632	Chikungunya Fever		infection
D065768	Lennox Gastaut Syndrome		neurology
D065768	Lennox Gastaut Syndrome		congenital
D065886	Neurodevelopmental Disorders		psychiatry
