area	gene	indication_mesh_id	indication_mesh_term	gwas_source
respiratory	PDE4D	D065631	Rhinitis, Allergic	GWAS Catalog
respiratory	RARG	D029424	Pulmonary Disease, Chronic Obstructive	GWAS Catalog
respiratory	TNFSF15	D001249	Asthma	GWAS Catalog
respiratory	TNFSF4	D001249	Asthma	GWAS Catalog
respiratory	TNFSF4	D065631	Rhinitis, Allergic	GWAS Catalog
respiratory	TSLP	D001249	Asthma	GWAS Catalog
respiratory	TSLP	D009298	Nasal Polyps	GWAS Catalog
respiratory	TSLP	D012852	Sinusitis	GWAS Catalog
respiratory	TSLP	D029424	Pulmonary Disease, Chronic Obstructive	GWAS Catalog
respiratory	ADORA1	D001249	Asthma	Neale UKBB
respiratory	ADORA1	D029424	Pulmonary Disease, Chronic Obstructive	Neale UKBB
respiratory	GATA3	D001249	Asthma	Neale UKBB
respiratory	GATA3	D029424	Pulmonary Disease, Chronic Obstructive	Neale UKBB
respiratory	IL33	D001249	Asthma	Neale UKBB
respiratory	IL33	D006255	Rhinitis, Allergic, Seasonal	Neale UKBB
respiratory	IL33	D009298	Nasal Polyps	Neale UKBB
respiratory	IL33	D029424	Pulmonary Disease, Chronic Obstructive	Neale UKBB
respiratory	IL33	D065631	Rhinitis, Allergic	Neale UKBB
respiratory	IL4R	D001249	Asthma	Neale UKBB
respiratory	IL4R	D029424	Pulmonary Disease, Chronic Obstructive	Neale UKBB
respiratory	IL4R	D065631	Rhinitis, Allergic	Neale UKBB
respiratory	IL6	D001249	Asthma	Neale UKBB
respiratory	NFKB1	D012220	Rhinitis	Neale UKBB
respiratory	TNFSF4	D001249	Asthma	Neale UKBB
respiratory	TNFSF4	D065631	Rhinitis, Allergic	Neale UKBB
respiratory	TSLP	D001249	Asthma	Neale UKBB
respiratory	TSLP	D009298	Nasal Polyps	Neale UKBB
respiratory	TSLP	D029424	Pulmonary Disease, Chronic Obstructive	Neale UKBB
respiratory	IL33	D001249	Asthma	FinnGen
respiratory	IL33	D009298	Nasal Polyps	FinnGen
respiratory	IL33	D012852	Sinusitis	FinnGen
respiratory	IL33	D029424	Pulmonary Disease, Chronic Obstructive	FinnGen
respiratory	IL33	D065631	Rhinitis, Allergic	FinnGen
respiratory	IL4R	D001249	Asthma	FinnGen
respiratory	IL4R	D029424	Pulmonary Disease, Chronic Obstructive	FinnGen
respiratory	IL4R	D065631	Rhinitis, Allergic	FinnGen
respiratory	SERPINA1	D019896	alpha 1-Antitrypsin Deficiency	FinnGen
respiratory	SERPINA1	D029424	Pulmonary Disease, Chronic Obstructive	FinnGen
respiratory	TSLP	D001249	Asthma	FinnGen
respiratory	TSLP	D009298	Nasal Polyps	FinnGen
respiratory	TSLP	D029424	Pulmonary Disease, Chronic Obstructive	FinnGen
metabolic	ABCA1	D006949	Hyperlipidemias	GWAS Catalog
metabolic	ABCC8	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
metabolic	ADRB1	D006949	Hyperlipidemias	GWAS Catalog
metabolic	ADRB2	D006949	Hyperlipidemias	GWAS Catalog
metabolic	ALPL	D007014	Hypophosphatasia	GWAS Catalog
metabolic	ANGPTL4	D015228	Hypertriglyceridemia	GWAS Catalog
metabolic	ANGPTL8	D006949	Hyperlipidemias	GWAS Catalog
metabolic	APOA1	D006937	Hypercholesterolemia	GWAS Catalog
metabolic	APOA1	D006938	Hyperlipoproteinemia Type II	GWAS Catalog
metabolic	APOA1	D006949	Hyperlipidemias	GWAS Catalog
metabolic	APOA1	D052456	Hypoalphalipoproteinemias	GWAS Catalog
metabolic	APOB	D006937	Hypercholesterolemia	GWAS Catalog
metabolic	APOB	D006938	Hyperlipoproteinemia Type II	GWAS Catalog
metabolic	APOB	D006949	Hyperlipidemias	GWAS Catalog
metabolic	APOB	D015228	Hypertriglyceridemia	GWAS Catalog
metabolic	APOC3	D006937	Hypercholesterolemia	GWAS Catalog
metabolic	APOC3	D006949	Hyperlipidemias	GWAS Catalog
metabolic	APOC3	D015228	Hypertriglyceridemia	GWAS Catalog
metabolic	APOC3	D050171	Dyslipidemias	GWAS Catalog
metabolic	APOE	D006938	Hyperlipoproteinemia Type II	GWAS Catalog
metabolic	C9orf72	D000690	Amyotrophic Lateral Sclerosis	GWAS Catalog
metabolic	C9orf72	D057180	Frontotemporal Dementia	GWAS Catalog
metabolic	CALCR	D003920	Diabetes Mellitus	GWAS Catalog
metabolic	CALCR	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
metabolic	CALCR	D009765	Obesity	GWAS Catalog
metabolic	CASR	D006934	Hypercalcemia	GWAS Catalog
metabolic	CASR	D006996	Hypocalcemia	GWAS Catalog
metabolic	CBS	D006712	Homocystinuria	GWAS Catalog
metabolic	CETP	D006937	Hypercholesterolemia	GWAS Catalog
metabolic	CETP	D006938	Hyperlipoproteinemia Type II	GWAS Catalog
metabolic	CETP	D006949	Hyperlipidemias	GWAS Catalog
metabolic	DGAT2	D006949	Hyperlipidemias	GWAS Catalog
metabolic	ENPP1	D017674	Hypophosphatemia	GWAS Catalog
metabolic	ESR1	D010024	Osteoporosis	GWAS Catalog
metabolic	FBP1	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
metabolic	FDFT1	D006949	Hyperlipidemias	GWAS Catalog
metabolic	FGF21	D015228	Hypertriglyceridemia	GWAS Catalog
metabolic	FGFR1	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
metabolic	FGFR1	D009765	Obesity	GWAS Catalog
metabolic	FGFR4	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
metabolic	FGFR4	D009765	Obesity	GWAS Catalog
metabolic	GCK	D003920	Diabetes Mellitus	GWAS Catalog
metabolic	GCK	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
metabolic	GFRAL	D009765	Obesity	GWAS Catalog
metabolic	GIPR	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
metabolic	GIPR	D009765	Obesity	GWAS Catalog
metabolic	GLP1R	D003920	Diabetes Mellitus	GWAS Catalog
metabolic	GLP1R	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
metabolic	GLP1R	D009765	Obesity	GWAS Catalog
metabolic	GLP2R	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
metabolic	GRN	D057180	Frontotemporal Dementia	GWAS Catalog
metabolic	HCAR3	D006937	Hypercholesterolemia	GWAS Catalog
metabolic	HCAR3	D006949	Hyperlipidemias	GWAS Catalog
metabolic	HMGCR	D006937	Hypercholesterolemia	GWAS Catalog
metabolic	HMGCR	D006949	Hyperlipidemias	GWAS Catalog
metabolic	HMGCR	D050171	Dyslipidemias	GWAS Catalog
metabolic	HTR1A	D009765	Obesity	GWAS Catalog
metabolic	IGF1	D024821	Metabolic Syndrome	GWAS Catalog
metabolic	IL2RA	D003922	Diabetes Mellitus, Type 1	GWAS Catalog
metabolic	IL7R	D003922	Diabetes Mellitus, Type 1	GWAS Catalog
metabolic	INS	D003922	Diabetes Mellitus, Type 1	GWAS Catalog
metabolic	INSR	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
metabolic	INSR	D009765	Obesity	GWAS Catalog
metabolic	KCNJ11	D003920	Diabetes Mellitus	GWAS Catalog
metabolic	KCNJ11	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
metabolic	LCAT	D007863	Lecithin Cholesterol Acyltransferase Deficiency	GWAS Catalog
metabolic	LEPR	D009765	Obesity	GWAS Catalog
metabolic	LPA	D006949	Hyperlipidemias	GWAS Catalog
metabolic	LPL	D015228	Hypertriglyceridemia	GWAS Catalog
metabolic	MAPK1	D009765	Obesity	GWAS Catalog
metabolic	MC1R	D000417	Albinism	GWAS Catalog
metabolic	MC4R	D003920	Diabetes Mellitus	GWAS Catalog
metabolic	MC4R	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
metabolic	MC4R	D009765	Obesity	GWAS Catalog
metabolic	MC4R	D024821	Metabolic Syndrome	GWAS Catalog
metabolic	METAP2	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
metabolic	MTTP	D006949	Hyperlipidemias	GWAS Catalog
metabolic	NPC1L1	D006949	Hyperlipidemias	GWAS Catalog
metabolic	NPC1L1	D050171	Dyslipidemias	GWAS Catalog
metabolic	NPY	D009765	Obesity	GWAS Catalog
metabolic	NR1H3	D006937	Hypercholesterolemia	GWAS Catalog
metabolic	NR1H4	D006937	Hypercholesterolemia	GWAS Catalog
metabolic	NR1H4	D006949	Hyperlipidemias	GWAS Catalog
metabolic	NR1H4	D015228	Hypertriglyceridemia	GWAS Catalog
metabolic	NR3C1	D009765	Obesity	GWAS Catalog
metabolic	OPRM1	D009765	Obesity	GWAS Catalog
metabolic	PCSK9	D006937	Hypercholesterolemia	GWAS Catalog
metabolic	PCSK9	D006938	Hyperlipoproteinemia Type II	GWAS Catalog
metabolic	PCSK9	D006949	Hyperlipidemias	GWAS Catalog
metabolic	PDE3A	D015228	Hypertriglyceridemia	GWAS Catalog
metabolic	PDE4B	D015228	Hypertriglyceridemia	GWAS Catalog
metabolic	PPARA	D006937	Hypercholesterolemia	GWAS Catalog
metabolic	PPARA	D006938	Hyperlipoproteinemia Type II	GWAS Catalog
metabolic	PPARA	D006949	Hyperlipidemias	GWAS Catalog
metabolic	PPARA	D009765	Obesity	GWAS Catalog
metabolic	PPARA	D015228	Hypertriglyceridemia	GWAS Catalog
metabolic	PPARA	D050171	Dyslipidemias	GWAS Catalog
metabolic	PPARD	D009765	Obesity	GWAS Catalog
metabolic	PPARG	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
metabolic	PPARG	D006073	Gout	GWAS Catalog
metabolic	PPARG	D006949	Hyperlipidemias	GWAS Catalog
metabolic	PPARG	D009765	Obesity	GWAS Catalog
metabolic	PPARG	D015228	Hypertriglyceridemia	GWAS Catalog
metabolic	PPARG	D024821	Metabolic Syndrome	GWAS Catalog
metabolic	SLC10A2	D006937	Hypercholesterolemia	GWAS Catalog
metabolic	SLC10A2	D006949	Hyperlipidemias	GWAS Catalog
metabolic	SLC22A12	D006073	Gout	GWAS Catalog
metabolic	SLC40A1	D006432	Hemochromatosis	GWAS Catalog
metabolic	SLC5A1	D003920	Diabetes Mellitus	GWAS Catalog
metabolic	SLC6A4	D009765	Obesity	GWAS Catalog
metabolic	SOST	D001851	Bone Diseases, Metabolic	GWAS Catalog
metabolic	SOST	D010024	Osteoporosis	GWAS Catalog
metabolic	THRB	D006937	Hypercholesterolemia	GWAS Catalog
metabolic	THRB	D006938	Hyperlipoproteinemia Type II	GWAS Catalog
metabolic	VEGFA	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
metabolic	ABCA1	D006949	Hyperlipidemias	Neale UKBB
metabolic	APOB	D006937	Hypercholesterolemia	Neale UKBB
metabolic	APOB	D006938	Hyperlipoproteinemia Type II	Neale UKBB
metabolic	APOB	D006949	Hyperlipidemias	Neale UKBB
metabolic	APOB	D015228	Hypertriglyceridemia	Neale UKBB
metabolic	APOE	D006938	Hyperlipoproteinemia Type II	Neale UKBB
metabolic	CALCR	D009765	Obesity	Neale UKBB
metabolic	GHR	D009765	Obesity	Neale UKBB
metabolic	GIPR	D009765	Obesity	Neale UKBB
metabolic	HMGCR	D006937	Hypercholesterolemia	Neale UKBB
metabolic	HMGCR	D006949	Hyperlipidemias	Neale UKBB
metabolic	HMGCR	D050171	Dyslipidemias	Neale UKBB
metabolic	HTR1A	D009765	Obesity	Neale UKBB
metabolic	INSR	D009765	Obesity	Neale UKBB
metabolic	KCNJ11	D003920	Diabetes Mellitus	Neale UKBB
metabolic	LPA	D006949	Hyperlipidemias	Neale UKBB
metabolic	LPL	D015228	Hypertriglyceridemia	Neale UKBB
metabolic	MC1R	D000417	Albinism	Neale UKBB
metabolic	MC4R	D003920	Diabetes Mellitus	Neale UKBB
metabolic	MC4R	D009765	Obesity	Neale UKBB
metabolic	NPC1L1	D006949	Hyperlipidemias	Neale UKBB
metabolic	NPC1L1	D050171	Dyslipidemias	Neale UKBB
metabolic	NPY5R	D009765	Obesity	Neale UKBB
metabolic	NR3C1	D009765	Obesity	Neale UKBB
metabolic	OPRM1	D009765	Obesity	Neale UKBB
metabolic	PCSK9	D006937	Hypercholesterolemia	Neale UKBB
metabolic	PCSK9	D006938	Hyperlipoproteinemia Type II	Neale UKBB
metabolic	PCSK9	D006949	Hyperlipidemias	Neale UKBB
metabolic	PPARA	D009765	Obesity	Neale UKBB
metabolic	PPARG	D009765	Obesity	Neale UKBB
metabolic	SLC22A12	D006073	Gout	Neale UKBB
metabolic	APOB	D006937	Hypercholesterolemia	FinnGen
metabolic	APOB	D006938	Hyperlipoproteinemia Type II	FinnGen
metabolic	APOB	D006949	Hyperlipidemias	FinnGen
metabolic	APOB	D015228	Hypertriglyceridemia	FinnGen
metabolic	APOE	D006938	Hyperlipoproteinemia Type II	FinnGen
metabolic	GIPR	D009765	Obesity	FinnGen
metabolic	IL2RA	D003922	Diabetes Mellitus, Type 1	FinnGen
metabolic	INSR	D003924	Diabetes Mellitus, Type 2	FinnGen
metabolic	KCNJ11	D003920	Diabetes Mellitus	FinnGen
metabolic	KCNJ11	D003924	Diabetes Mellitus, Type 2	FinnGen
metabolic	LPA	D006949	Hyperlipidemias	FinnGen
metabolic	MC4R	D003924	Diabetes Mellitus, Type 2	FinnGen
metabolic	MC4R	D009765	Obesity	FinnGen
metabolic	NPC1L1	D006949	Hyperlipidemias	FinnGen
metabolic	NPC1L1	D050171	Dyslipidemias	FinnGen
metabolic	PCSK9	D006937	Hypercholesterolemia	FinnGen
metabolic	PCSK9	D006938	Hyperlipoproteinemia Type II	FinnGen
metabolic	PCSK9	D006949	Hyperlipidemias	FinnGen
metabolic	PDE4B	D015228	Hypertriglyceridemia	FinnGen
metabolic	PPARG	D003924	Diabetes Mellitus, Type 2	FinnGen
hematology	ACVRL1	D000740	Anemia	GWAS Catalog
hematology	BCL11A	D000755	Anemia, Sickle Cell	GWAS Catalog
hematology	BCL11A	D013789	Thalassemia	GWAS Catalog
hematology	BCL2	D000740	Anemia	GWAS Catalog
hematology	CSF3	D009503	Neutropenia	GWAS Catalog
hematology	CSF3R	D007970	Leukopenia	GWAS Catalog
hematology	CSF3R	D009503	Neutropenia	GWAS Catalog
hematology	CXCR4	D001778	Blood Coagulation Disorders	GWAS Catalog
hematology	DYRK3	D000740	Anemia	GWAS Catalog
hematology	EGLN1	D000740	Anemia	GWAS Catalog
hematology	EGLN2	D000740	Anemia	GWAS Catalog
hematology	EGLN3	D000740	Anemia	GWAS Catalog
hematology	EPOR	D000740	Anemia	GWAS Catalog
hematology	F10	D001778	Blood Coagulation Disorders	GWAS Catalog
hematology	F11	D001778	Blood Coagulation Disorders	GWAS Catalog
hematology	F11	D005173	Factor XI Deficiency	GWAS Catalog
hematology	F7	D005168	Factor VII Deficiency	GWAS Catalog
hematology	F7	D006467	Hemophilia A	GWAS Catalog
hematology	FCGRT	D013921	Thrombocytopenia	GWAS Catalog
hematology	FCGRT	D016553	Purpura, Thrombocytopenic, Idiopathic	GWAS Catalog
hematology	FLT3	D013921	Thrombocytopenia	GWAS Catalog
hematology	FLT3	D013922	Thrombocytosis	GWAS Catalog
hematology	IL12B	D012507	Sarcoidosis	GWAS Catalog
hematology	IL13	D057765	Eosinophilic Esophagitis	GWAS Catalog
hematology	IL4R	D057765	Eosinophilic Esophagitis	GWAS Catalog
hematology	IL5RA	D017681	Hypereosinophilic Syndrome	GWAS Catalog
hematology	IL5RA	D057765	Eosinophilic Esophagitis	GWAS Catalog
hematology	JAK1	D013922	Thrombocytosis	GWAS Catalog
hematology	JAK2	D009196	Myeloproliferative Disorders	GWAS Catalog
hematology	JAK2	D013921	Thrombocytopenia	GWAS Catalog
hematology	JAK2	D013922	Thrombocytosis	GWAS Catalog
hematology	JAK2	D055728	Primary Myelofibrosis	GWAS Catalog
hematology	KIT	D013921	Thrombocytopenia	GWAS Catalog
hematology	KIT	D017681	Hypereosinophilic Syndrome	GWAS Catalog
hematology	MPL	D013921	Thrombocytopenia	GWAS Catalog
hematology	NR3C1	D057765	Eosinophilic Esophagitis	GWAS Catalog
hematology	PIK3CA	D013922	Thrombocytosis	GWAS Catalog
hematology	PIK3CB	D013922	Thrombocytosis	GWAS Catalog
hematology	S1PR1	D057765	Eosinophilic Esophagitis	GWAS Catalog
hematology	S1PR4	D057765	Eosinophilic Esophagitis	GWAS Catalog
hematology	SLC40A1	D000740	Anemia	GWAS Catalog
hematology	SYK	D016553	Purpura, Thrombocytopenic, Idiopathic	GWAS Catalog
hematology	THPO	D013921	Thrombocytopenia	GWAS Catalog
hematology	THPO	D013922	Thrombocytosis	GWAS Catalog
hematology	VWF	D006467	Hemophilia A	GWAS Catalog
hematology	VWF	D014842	von Willebrand Diseases	GWAS Catalog
hematology	BCL2	D000740	Anemia	Neale UKBB
hematology	IL4R	D057765	Eosinophilic Esophagitis	Neale UKBB
hematology	IL5RA	D017681	Hypereosinophilic Syndrome	Neale UKBB
hematology	IL5RA	D057765	Eosinophilic Esophagitis	Neale UKBB
hematology	JAK2	D013921	Thrombocytopenia	Neale UKBB
hematology	JAK2	D013922	Thrombocytosis	Neale UKBB
hematology	KIT	D017681	Hypereosinophilic Syndrome	Neale UKBB
hematology	NR3C1	D057765	Eosinophilic Esophagitis	Neale UKBB
hematology	S1PR1	D057765	Eosinophilic Esophagitis	Neale UKBB
hematology	S1PR4	D057765	Eosinophilic Esophagitis	Neale UKBB
hematology	THPO	D013921	Thrombocytopenia	Neale UKBB
hematology	THPO	D013922	Thrombocytosis	Neale UKBB
hematology	VWF	D014842	von Willebrand Diseases	Neale UKBB
hematology	VWF	D006467	Hemophilia A	FinnGen
hematology	VWF	D014842	von Willebrand Diseases	FinnGen
