uid	similarity	catnum	ti_uid	gene	indication_mesh_id	indication_mesh_term	hcat	acat	ccat	hcatnum	acatnum	ccatnum	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	arow	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	tia	cat	assoc_share	assoc_rank	source_name	gwas_source	min_assoc_year	abs_beta	abs_or	highest_phase_with_known_outcome	areas	genetic_insight	target_status	launched
HLA-DRB1-D001172	1	2	HLA-DRB1-D001172	HLA-DRB1	D001172	Arthritis, Rheumatoid	Phase I	Phase I	Phase I	2	3	2	TRUE	FALSE			FALSE		223495	D001172	Arthritis, Rheumatoid	OTG		Rheumatoid arthritis	https://genetics.opentargets.org/study/GCST000040	2007			0.373907371167645	0.53	1	HLA-DRB1-D001172-D001172	Phase I	0.53	1	GWAS	GWAS Catalog	2007			1	musculoskeletal, dermatology, immune	gwas	genetically supported target	FALSE
HMGCR-D006937	1	5	HMGCR-D006937	HMGCR	D006937	Hypercholesterolemia	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE		225066	D006937	Hypercholesterolemia	OTG		LDL cholesterol	https://genetics.opentargets.org/study/GCST000134	2008			0.394942140163828	0.62	1	HMGCR-D006937-D006937	Launched	0.62	1	GWAS	GWAS Catalog	2008			3	metabolic	both	genetically supported target	TRUE
HMGCR-D006949	0.906	5	HMGCR-D006949	HMGCR	D006949	Hyperlipidemias	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE		225066	D006937	Hypercholesterolemia	OTG		LDL cholesterol	https://genetics.opentargets.org/study/GCST000134	2008			0.394942140163828	0.62	1	HMGCR-D006949-D006937	Launched	0.62	1	GWAS	GWAS Catalog	2008			3	metabolic	both	genetically supported target	TRUE
HSD17B13-D065626	1	3	HSD17B13-D065626	HSD17B13	D065626	Non-alcoholic Fatty Liver Disease	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		FALSE		230933	D065626	Non-alcoholic Fatty Liver Disease	OTG		Nonalcoholic fatty liver disease (imputed)	https://genetics.opentargets.org/study/GCST90094908	2021			0.260046820132657	0.72	1	HSD17B13-D065626-D065626	Phase II	0.72	1	GWAS	GWAS Catalog	2021			2	digestive	both	genetically supported target	FALSE
ICOSLG-D012859	0.81	3	ICOSLG-D012859	ICOSLG	D012859	Sjogren's Syndrome	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		233834	D001172	Arthritis, Rheumatoid	OTG		Rheumatoid arthritis	https://genetics.opentargets.org/study/GCST90013534	2020			0.256884905170174	0.72	1	ICOSLG-D012859-D001172	Phase II	0.72	1	GWAS	GWAS Catalog	2020			2	musculoskeletal, ophthalmology, dermatology, immune	both	genetically supported target	FALSE
IFNAR2-D000086382	1	5	IFNAR2-D000086382	IFNAR2	D000086382	COVID-19	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	2021	235316	D000086382	COVID-19	OTG		COVID-19 (critical illness vs population)	https://genetics.opentargets.org/study/GCST010936	2020			0.677513985536908	0.62	1	IFNAR2-D000086382-D000086382	Launched	0.62	1	GWAS	GWAS Catalog	2020		1.2000000000000004	3	infection, respiratory	gwas	genetically supported target	TRUE
IFNG-D003424	0.875	3	IFNG-D003424	IFNG	D003424	Crohn Disease	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		TRUE		235365	D003093	Colitis, Ulcerative	OTG		Ulcerative colitis	https://genetics.opentargets.org/study/GCST000311	2009			0.40404106029106	0.8	1	IFNG-D003424-D003093	Phase II	0.8	1	GWAS	GWAS Catalog	2009		1.35	2	digestive	both	genetically supported target	FALSE
IFNG-D011565	1	2	IFNG-D011565	IFNG	D011565	Psoriasis	Phase I		Phase I	2		2	TRUE	FALSE			TRUE		235391	D011565	Psoriasis	OTG		Psoriasis	https://genetics.opentargets.org/study/GCST005527	2012			0.0254632629260075	0.79	1	IFNG-D011565-D011565	Phase I	0.79	1	GWAS	GWAS Catalog	2012		11.261261261261273	1	dermatology	both	genetically supported target	FALSE
IGF1-D024821	0.89	3	IGF1-D024821	IGF1	D024821	Metabolic Syndrome	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		235956	D007333	Insulin Resistance	OTG		Homeostasis model assessment of insulin resistance	https://genetics.opentargets.org/study/GCST005179	2010			0.839580730251284	0.87	1	IGF1-D024821-D007333	Phase II	0.87	1	GWAS	GWAS Catalog	2010	0.013		2	metabolic	both	genetically supported target	FALSE
IL12B-D001327	1	3	IL12B-D001327	IL12B	D001327	Autoimmune Diseases	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		238698	D001327	Autoimmune Diseases	OTG		Autoimmune traits	https://genetics.opentargets.org/study/GCST007071	2018			0.485625081306101	0.78	1	IL12B-D001327-D001327	Phase II	0.78	1	GWAS	GWAS Catalog	2018			2	immune	both	genetically supported target	FALSE
IL13-D001249	0.849	4	IL13-D001249	IL13	D001249	Asthma	Phase III		Phase III	4	3	4	TRUE	TRUE	TRUE	FALSE	TRUE		238970	D006969	Hypersensitivity, Immediate	OTG		IgE levels	https://genetics.opentargets.org/study/GCST001316	2011			0.762180070157204	0.76	1	IL13-D001249-D006969	Phase III	0.76	1	GWAS	GWAS Catalog	2011	0.08		3	respiratory, immune	gwas	genetically supported target	FALSE
IL13-D003876	1	5	IL13-D003876	IL13	D003876	Dermatitis, Atopic	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE		238930	D003876	Dermatitis, Atopic	OTG		Atopic dermatitis	https://genetics.opentargets.org/study/GCST002100	2013			0.759136428664326	0.76	1	IL13-D003876-D003876	Launched	0.76	1	GWAS	GWAS Catalog	2013		1.3829999999999998	3	congenital, dermatology, immune	gwas	genetically supported target	TRUE
IL13-D006689	1	3	IL13-D006689	IL13	D006689	Hodgkin Disease	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		TRUE		238962	D006689	Hodgkin Disease	OTG		Hodgkin's lymphoma [EBV-negative cHL]	https://genetics.opentargets.org/study/GCST001387	2012			0.762180070157204	0.76	1	IL13-D006689-D006689	Phase II	0.76	1	GWAS	GWAS Catalog	2012			2	oncology	gwas	genetically supported target	FALSE
IL13-D029424	0.807	3	IL13-D029424	IL13	D029424	Pulmonary Disease, Chronic Obstructive	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		TRUE		238907	D001249	Asthma	OTG		Asthma	https://genetics.opentargets.org/study/GCST005212	2017			0.762180070157204	0.76	1	IL13-D029424-D001249	Phase II	0.76	1	GWAS	GWAS Catalog	2017		1.1235955	2	respiratory	gwas	genetically supported target	FALSE
IL13-D057765	0.806	4	IL13-D057765	IL13	D057765	Eosinophilic Esophagitis	Phase III	Phase III	Phase III	4	5	4	TRUE	TRUE	TRUE	FALSE	TRUE		238970	D006969	Hypersensitivity, Immediate	OTG		IgE levels	https://genetics.opentargets.org/study/GCST001316	2011			0.762180070157204	0.76	1	IL13-D057765-D006969	Phase III	0.76	1	GWAS	GWAS Catalog	2011	0.08		3	digestive, hematology, immune	both	genetically supported target	FALSE
IL18-D007249	1	2	IL18-D007249	IL18	D007249	Inflammation	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		239369	D007249	Inflammation	OTG		Interleukin-18 levels	https://genetics.opentargets.org/study/GCST000590	2010			0.243399661854597	0.55	1	IL18-D007249-D007249	Phase I	0.55	1	GWAS	GWAS Catalog	2010			1	signs	gwas	genetically supported target	FALSE
IL1B-D000152	1	4	IL1B-D000152	IL1B	D000152	Acne Vulgaris	Phase III		Phase III	4	5	4	TRUE	TRUE	TRUE	FALSE	TRUE		239876	D000152	Acne Vulgaris	OTG		acne vulgaris	https://genetics.opentargets.org/study/GCST90092000	2022			0.661208576998051	0.66	1	IL1B-D000152-D000152	Phase III	0.66	1	GWAS	GWAS Catalog	2022		1.0700000000000005	3	dermatology	both	genetically supported target	FALSE
IL1RN-D007249	1	3	IL1RN-D007249	IL1RN	D007249	Inflammation	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		240388	D007249	Inflammation	OTG		C-reactive protein levels	https://genetics.opentargets.org/study/GCST000965	2011			0.370005189413596	0.52	1	IL1RN-D007249-D007249	Phase II	0.52	1	GWAS	GWAS Catalog	2011	0.05		2	signs	gwas	genetically supported target	FALSE
IL2-D011565	1	3	IL2-D011565	IL2	D011565	Psoriasis	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		FALSE		240565	D011565	Psoriasis	OTG		Psoriasis	https://genetics.opentargets.org/study/GCST005527	2012			0.0299078759569223	0.57	1	IL2-D011565-D011565	Phase II	0.57	1	GWAS	GWAS Catalog	2012		5.047955577990914	2	dermatology	both	genetically supported target	FALSE
IL22RA1-D007249	1	3	IL22RA1-D007249	IL22RA1	D007249	Inflammation	Phase II	Preclinical	Phase II	3	2	3	TRUE	TRUE	FALSE		TRUE		240815	D007249	Inflammation	OTG		C-reactive protein levels	https://genetics.opentargets.org/study/GCST009777	2020			0.687857514300572	0.75	1	IL22RA1-D007249-D007249	Phase II	0.75	1	GWAS	GWAS Catalog	2020			2	signs	gwas	genetically supported target	FALSE
IL23R-D003424	1	3	IL23R-D003424	IL23R	D003424	Crohn Disease	Phase II	Phase I	Phase II	3	3	3	TRUE	TRUE	FALSE		FALSE		240887	D003424	Crohn Disease	OTG		Crohn's disease	https://genetics.opentargets.org/study/GCST000014	2007			0.0638863665845116	0.53	1	IL23R-D003424-D003424	Phase II	0.53	1	GWAS	GWAS Catalog	2007			2	digestive	both	genetically supported target	FALSE
IL23R-D011565	1	3	IL23R-D011565	IL23R	D011565	Psoriasis	Phase II	Phase II	Phase II	4	5	4	TRUE	TRUE	TRUE	FALSE	FALSE		240926	D011565	Psoriasis	OTG		Psoriasis	https://genetics.opentargets.org/study/GCST005527	2012			0.065854290899663	0.52	1	IL23R-D011565-D011565	Phase II	0.52	1	GWAS	GWAS Catalog	2012		1.5620118712902218	3	dermatology	both	genetically supported target	FALSE
IL23R-D015212	0.907	2	IL23R-D015212	IL23R	D015212	Inflammatory Bowel Diseases	Phase I	Phase I	Phase I	2	3	2	TRUE	FALSE			FALSE		240887	D003424	Crohn Disease	OTG		Crohn's disease	https://genetics.opentargets.org/study/GCST000014	2007			0.0638863665845116	0.53	1	IL23R-D015212-D003424	Phase I	0.53	1	GWAS	GWAS Catalog	2007			1	digestive	both	genetically supported target	FALSE
IL2RA-D001172	1	5	IL2RA-D001172	IL2RA	D001172	Arthritis, Rheumatoid	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE		241102	D001172	Arthritis, Rheumatoid	OTG		Rheumatoid arthritis (ACPA-positive)	https://genetics.opentargets.org/study/GCST005568	2012			0.430606139438085	0.84	1	IL2RA-D001172-D001172	Launched	0.84	1	GWAS	GWAS Catalog	2012		1.1047	3	musculoskeletal, dermatology, immune	gwas	genetically supported target	TRUE
IL2RA-D001327	1	2	IL2RA-D001327	IL2RA	D001327	Autoimmune Diseases	Phase I	Phase I	Phase I	2	3	2	TRUE	FALSE			FALSE		241116	D001327	Autoimmune Diseases	OTG		Autoimmune traits	https://genetics.opentargets.org/study/GCST007071	2018			0.4234228362878	0.85	1	IL2RA-D001327-D001327	Phase I	0.85	1	GWAS	GWAS Catalog	2018			1	immune	both	genetically supported target	FALSE
IL2RA-D003093	0.875	3	IL2RA-D003093	IL2RA	D003093	Colitis, Ulcerative	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		TRUE		241120	D003424	Crohn Disease	OTG		Crohn's disease	https://genetics.opentargets.org/study/GCST000879	2010			0.154919522326064	0.79	1	IL2RA-D003093-D003424	Phase II	0.79	1	GWAS	GWAS Catalog	2010		1.1099999999999999	2	digestive	both	genetically supported target	FALSE
IL2RA-D012859	0.81	5	IL2RA-D012859	IL2RA	D012859	Sjogren's Syndrome	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE		241102	D001172	Arthritis, Rheumatoid	OTG		Rheumatoid arthritis (ACPA-positive)	https://genetics.opentargets.org/study/GCST005568	2012			0.430606139438085	0.84	1	IL2RA-D012859-D001172	Launched	0.84	1	GWAS	GWAS Catalog	2012		1.1047	3	musculoskeletal, ophthalmology, dermatology, immune	both	genetically supported target	TRUE
IL33-D001249	1	3	IL33-D001249	IL33	D001249	Asthma	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		FALSE		241423	D001249	Asthma	OTG		Asthma	https://genetics.opentargets.org/study/GCST000804	2010			0.150921359979237	0.8	1	IL33-D001249-D001249	Phase II	0.8	1	GWAS	GWAS Catalog	2010		1.2	2	respiratory, immune	gwas	genetically supported target	FALSE
IL33-D001327	1	2	IL33-D001327	IL33	D001327	Autoimmune Diseases	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		241466	D001327	Autoimmune Diseases	OTG		Immunological or systemic disorder	https://genetics.opentargets.org/study/GCST90038603	2021			0.758907518993974	0.83	1	IL33-D001327-D001327	Phase I	0.83	1	GWAS	GWAS Catalog	2021		1.0048984081665284	1	immune	both	genetically supported target	FALSE
IL33-D003876	0.851	3	IL33-D003876	IL33	D003876	Dermatitis, Atopic	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		FALSE		241472	D004485	Eczema	OTG		Eczema	https://genetics.opentargets.org/study/GCST007075	2018			0.150921359979237	0.8	1	IL33-D003876-D004485	Phase II	0.8	1	GWAS	GWAS Catalog	2018			2	congenital, dermatology, immune	gwas	genetically supported target	FALSE
IL33-D012852	1	3	IL33-D012852	IL33	D012852	Sinusitis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		241543	D012852	Sinusitis	OTG		Chronic sinusitis	https://genetics.opentargets.org/study/GCST90018823	2021			0.156760965481443	0.79	1	IL33-D012852-D012852	Phase II	0.79	1	GWAS	GWAS Catalog	2021	0.1375		2	infection, respiratory	gwas	genetically supported target	FALSE
IL33-D029424	0.807	4	IL33-D029424	IL33	D029424	Pulmonary Disease, Chronic Obstructive	Phase III	Phase III	Phase III	4	5	4	TRUE	TRUE	TRUE	FALSE	FALSE		241423	D001249	Asthma	OTG		Asthma	https://genetics.opentargets.org/study/GCST000804	2010			0.150921359979237	0.8	1	IL33-D029424-D001249	Phase III	0.8	1	GWAS	GWAS Catalog	2010		1.2	3	respiratory	gwas	genetically supported target	FALSE
IL33-D065631	0.817	2	IL33-D065631	IL33	D065631	Rhinitis, Allergic	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		241423	D001249	Asthma	OTG		Asthma	https://genetics.opentargets.org/study/GCST000804	2010			0.150921359979237	0.8	1	IL33-D065631-D001249	Phase I	0.8	1	GWAS	GWAS Catalog	2010		1.2	1	respiratory, immune	gwas	genetically supported target	FALSE
IL4R-D001249	1	5	IL4R-D001249	IL4R	D001249	Asthma	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	2021	241663	D001249	Asthma	OTG		Asthma	https://genetics.opentargets.org/study/GCST007798	2019			0.932234194469687	0.71	1	IL4R-D001249-D001249	Launched	0.71	1	GWAS	GWAS Catalog	2019		1.139	3	respiratory, immune	gwas	genetically supported target	TRUE
IL4R-D003876	0.851	5	IL4R-D003876	IL4R	D003876	Dermatitis, Atopic	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE		241691	D004485	Eczema	OTG		Eczema	https://genetics.opentargets.org/study/GCST007075	2018			0.932063450786634	0.73	1	IL4R-D003876-D004485	Launched	0.73	1	GWAS	GWAS Catalog	2018			3	congenital, dermatology, immune	gwas	genetically supported target	TRUE
IL4R-D006967	1	4	IL4R-D006967	IL4R	D006967	Hypersensitivity	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	TRUE		241719	D006967	Hypersensitivity	OTG		Allergic disease (asthma, hay fever or eczema)	https://genetics.opentargets.org/study/GCST005038	2017			0.934175882043181	0.67	1	IL4R-D006967-D006967	Phase III	0.67	1	GWAS	GWAS Catalog	2017		1.06790629721624	3	immune	gwas	genetically supported target	FALSE
IL4R-D029424	0.807	4	IL4R-D029424	IL4R	D029424	Pulmonary Disease, Chronic Obstructive	Phase III	Phase III	Phase III	4	5	4	TRUE	TRUE	TRUE	FALSE	TRUE		241663	D001249	Asthma	OTG		Asthma	https://genetics.opentargets.org/study/GCST007798	2019			0.932234194469687	0.71	1	IL4R-D029424-D001249	Phase III	0.71	1	GWAS	GWAS Catalog	2019		1.139	3	respiratory	gwas	genetically supported target	FALSE
IL4R-D057765	0.912	5	IL4R-D057765	IL4R	D057765	Eosinophilic Esophagitis	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	2022	241692	D004802	Eosinophilia	OTG		Eosinophil counts	https://genetics.opentargets.org/study/GCST004606	2016			0.287108104592169	0.83	1	IL4R-D057765-D004802	Launched	0.83	1	GWAS	GWAS Catalog	2016	0.02771053		3	digestive, hematology, immune	both	genetically supported target	TRUE
IL4R-D065631	0.817	2	IL4R-D065631	IL4R	D065631	Rhinitis, Allergic	Phase I	Phase I	Phase I	2	3	2	TRUE	FALSE			FALSE		241663	D001249	Asthma	OTG		Asthma	https://genetics.opentargets.org/study/GCST007798	2019			0.932234194469687	0.71	1	IL4R-D065631-D001249	Phase I	0.71	1	GWAS	GWAS Catalog	2019		1.139	1	respiratory, immune	gwas	genetically supported target	FALSE
IL5RA-D017681	0.86	4	IL5RA-D017681	IL5RA	D017681	Hypereosinophilic Syndrome	Phase III	Phase III	Phase III	4	5	4	TRUE	TRUE	TRUE	FALSE	TRUE		241808	D004802	Eosinophilia	OTG		Eosinophil counts	https://genetics.opentargets.org/study/GCST004606	2016			0.618628601225394	0.7	1	IL5RA-D017681-D004802	Phase III	0.7	1	GWAS	GWAS Catalog	2016	0.03026724		3	hematology	both	genetically supported target	FALSE
IL5RA-D057765	0.912	4	IL5RA-D057765	IL5RA	D057765	Eosinophilic Esophagitis	Phase III	Phase III	Phase III	4	5	4	TRUE	TRUE	TRUE	FALSE	TRUE		241808	D004802	Eosinophilia	OTG		Eosinophil counts	https://genetics.opentargets.org/study/GCST004606	2016			0.618628601225394	0.7	1	IL5RA-D057765-D004802	Phase III	0.7	1	GWAS	GWAS Catalog	2016	0.03026724		3	digestive, hematology, immune	both	genetically supported target	FALSE
IL6-D001249	1	3	IL6-D001249	IL6	D001249	Asthma	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		TRUE		241894	D001249	Asthma	OTG		Asthma (childhood onset)	https://genetics.opentargets.org/study/GCST007800	2019			0.293195420244601	0.52	1	IL6-D001249-D001249	Phase II	0.52	1	GWAS	GWAS Catalog	2019			2	respiratory, immune	gwas	genetically supported target	FALSE
IL6-D007249	1	4	IL6-D007249	IL6	D007249	Inflammation	Phase III	Phase III	Phase III	4	5	4	TRUE	TRUE	TRUE	FALSE	TRUE		241940	D007249	Inflammation	OTG		C-reactive protein levels	https://genetics.opentargets.org/study/GCST90019499	2021			0.0476839237057221	0.59	1	IL6-D007249-D007249	Phase III	0.59	1	GWAS	GWAS Catalog	2021	0.0528		3	signs	gwas	genetically supported target	FALSE
IL6R-D001172	1	5	IL6R-D001172	IL6R	D001172	Arthritis, Rheumatoid	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE		242023	D001172	Arthritis, Rheumatoid	OTG		Rheumatoid arthritis	https://genetics.opentargets.org/study/GCST005569	2012			0.377549686192469	0.65	1	IL6R-D001172-D001172	Launched	0.65	1	GWAS	GWAS Catalog	2012		1.1148272017837235	3	musculoskeletal, dermatology, immune	gwas	genetically supported target	TRUE
IL6R-D013167	1	4	IL6R-D013167	IL6R	D013167	Spondylitis, Ankylosing	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	FALSE		242112	D013167	Spondylitis, Ankylosing	OTG		Ankylosing spondylitis	https://genetics.opentargets.org/study/GCST005529	2013			0.375928096912857	0.66	1	IL6R-D013167-D013167	Phase III	0.66	1	GWAS	GWAS Catalog	2013		1.1400000000000006	3	musculoskeletal	both	genetically supported target	FALSE
IL7R-D001327	1	3	IL7R-D001327	IL7R	D001327	Autoimmune Diseases	Phase II	Phase I	Phase II	3	3	3	TRUE	TRUE	FALSE		FALSE		242309	D001327	Autoimmune Diseases	OTG		Immunological or systemic disorder	https://genetics.opentargets.org/study/GCST90038603	2021			0.267225689027561	0.83	1	IL7R-D001327-D001327	Phase II	0.83	1	GWAS	GWAS Catalog	2021		1.0052718475414864	2	immune	both	genetically supported target	FALSE
IL7R-D003922	1	2	IL7R-D003922	IL7R	D003922	Diabetes Mellitus, Type 1	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		242325	D003922	Diabetes Mellitus, Type 1	OTG		Type 1 diabetes	https://genetics.opentargets.org/study/GCST90013791	2021			0.269280706310049	0.78	1	IL7R-D003922-D003922	Phase I	0.78	1	GWAS	GWAS Catalog	2021		1.113054034711086	1	metabolic, endocrine, immune	both	genetically supported target	FALSE
IL7R-D009103	1	2	IL7R-D009103	IL7R	D009103	Multiple Sclerosis	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		242392	D009103	Multiple Sclerosis	OTG		Multiple sclerosis	https://genetics.opentargets.org/study/GCST005531	2013			0.267991686152247	0.84	1	IL7R-D009103-D009103	Phase I	0.84	1	GWAS	GWAS Catalog	2013		1.1169440411035407	1	neurology, immune	both	genetically supported target	FALSE
INPP5D-D003876	0.851	4	INPP5D-D003876	INPP5D	D003876	Dermatitis, Atopic	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	FALSE		243988	D004485	Eczema	OTG		Eczema	https://genetics.opentargets.org/study/GCST007075	2018			0.190652626105044	0.63	1	INPP5D-D003876-D004485	Phase III	0.63	1	GWAS	GWAS Catalog	2018			3	congenital, dermatology, immune	gwas	genetically supported target	FALSE
INSR-D003924	1	5	INSR-D003924	INSR	D003924	Diabetes Mellitus, Type 2	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	2008	244858	D003924	Diabetes Mellitus, Type 2	OTG		Type 2 diabetes	https://genetics.opentargets.org/study/GCST009379	2018			0.18041504539559	0.72	1	INSR-D003924-D003924	Launched	0.72	1	GWAS	GWAS Catalog	2018		1.05	3	metabolic, endocrine	both	genetically supported target	TRUE
INSR-D009765	1	3	INSR-D009765	INSR	D009765	Obesity	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		FALSE		244935	D009765	Obesity	OTG		Hip circumference adjusted for BMI [EA]	https://genetics.opentargets.org/study/GCST004067_3	2015			0.263780551222049	0.63	1	INSR-D009765-D009765	Phase II	0.63	1	GWAS	GWAS Catalog	2015	0.0259		2	metabolic, signs	both	genetically supported target	FALSE
ITGA4-D003093	0.89	5	ITGA4-D003093	ITGA4	D003093	Colitis, Ulcerative	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE		250269	D015212	Inflammatory Bowel Diseases	OTG		Inflammatory bowel disease	https://genetics.opentargets.org/study/GCST004131	2017			0.563272207049031	0.74	1	ITGA4-D003093-D015212	Launched	0.74	1	GWAS	GWAS Catalog	2017		1.096803455730531	3	digestive	both	genetically supported target	TRUE
ITGA4-D003424	1	4	ITGA4-D003424	ITGA4	D003424	Crohn Disease	Phase III		Phase III	4	2	4	TRUE	TRUE	TRUE	FALSE	FALSE		250135	D003424	Crohn Disease	OTG		Crohn's disease	https://genetics.opentargets.org/study/GCST004132	2017			0.563272207049031	0.76	1	ITGA4-D003424-D003424	Phase III	0.76	1	GWAS	GWAS Catalog	2017		1.1096004549155822	3	digestive	both	genetically supported target	FALSE
JAK2-D011565	1	3	JAK2-D011565	JAK2	D011565	Psoriasis	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		TRUE		252811	D011565	Psoriasis	OTG		Psoriasis	https://genetics.opentargets.org/study/GCST005527	2012			0.0164635727249157	0.82	1	JAK2-D011565-D011565	Phase II	0.82	1	GWAS	GWAS Catalog	2012		8.389261744966444	2	dermatology	both	genetically supported target	FALSE
KCNJ1-D051437	0.934	2	KCNJ1-D051437	KCNJ1	D051437	Renal Insufficiency	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		257022	D051436	Renal Insufficiency, Chronic	OTG		Serum urea levels	https://genetics.opentargets.org/study/GCST90025991	2021			0.152492858997663	0.79	1	KCNJ1-D051437-D051436	Phase I	0.79	1	GWAS	GWAS Catalog	2021	0.0208169		1	other	both	genetically supported target	FALSE
KCNJ11-D003924	1	2	KCNJ11-D003924	KCNJ11	D003924	Diabetes Mellitus, Type 2	Phase I		Phase I	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE		257059	D003924	Diabetes Mellitus, Type 2	OTG		Type 2 diabetes [DGI+FUSION+WTCCC]	https://genetics.opentargets.org/study/GCST000024_2	2007			0.636866059817945	0.55	1	KCNJ11-D003924-D003924	Phase I	0.55	1	GWAS	GWAS Catalog	2007		1.1400000000000006	3	metabolic, endocrine	both	genetically supported target	FALSE
KLK2-D011471	1	2	KLK2-D011471	KLK2	D011471	Prostatic Neoplasms	Phase I	Phase I	Phase I	2	3	2	TRUE	FALSE			FALSE		267448	D011471	Prostatic Neoplasms	OTG		Prostate-specific antigen levels (conditioned on lead SNPs) [conditional on Round 6 SNPs]	https://genetics.opentargets.org/study/GCST004094_5	2017			0.575828460038986	0.64	1	KLK2-D011471-D011471	Phase I	0.64	1	GWAS	GWAS Catalog	2017			1	oncology	both	genetically supported target	FALSE
KLK3-D011471	1	3	KLK3-D011471	KLK3	D011471	Prostatic Neoplasms	Phase II		Phase II	3	3	3	TRUE	TRUE	FALSE		FALSE		267477	D011471	Prostatic Neoplasms	OTG		Serum prostate-specific antigen levels	https://genetics.opentargets.org/study/GCST000919	2010			0.0686656282450675	0.5	1	KLK3-D011471-D011471	Phase II	0.5	1	GWAS	GWAS Catalog	2010	39.1		2	oncology	both	genetically supported target	FALSE
LHCGR-D011085	1	5	LHCGR-D011085	LHCGR	D011085	Polycystic Ovary Syndrome	Launched		Launched	5		5	TRUE	TRUE	TRUE	TRUE	FALSE		274344	D011085	Polycystic Ovary Syndrome	OTG		Polycystic ovary syndrome	https://genetics.opentargets.org/study/GCST000914	2010			0.0720492866407263	0.55	1	LHCGR-D011085-D011085	Launched	0.55	1	GWAS	GWAS Catalog	2010		1.4100000000000008	3	oncology	gwas	genetically supported target	TRUE
LOXL2-D005901	1	3	LOXL2-D005901	LOXL2	D005901	Glaucoma	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		TRUE		279060	D005901	Glaucoma	OTG		Central corneal thickness	https://genetics.opentargets.org/study/GCST005667	2018			0.203405250844814	0.63	1	LOXL2-D005901-D005901	Phase II	0.63	1	GWAS	GWAS Catalog	2018			2	ophthalmology	both	genetically supported target	FALSE
LPA-D002318	1	4	LPA-D002318	LPA	D002318	Cardiovascular Diseases	Phase III	Phase III	Phase III	4	5	4	TRUE	TRUE	TRUE	FALSE	FALSE		279194	D002318	Cardiovascular Diseases	OTG		Cardiovascular disease	https://genetics.opentargets.org/study/GCST007072	2018			0.0181488203266788	0.88	1	LPA-D002318-D002318	Phase III	0.88	1	GWAS	GWAS Catalog	2018			3	cardiovascular	gwas	genetically supported target	FALSE
