"Gene"	"MSH"	"MSH.Top"	"Phase.Latest"	"lApprovedUS.EU"
"KCNMB1"	"brain ischemia"	"Nervous System Diseases"	"Discontinued"	FALSE
"KCNMB1"	"brain neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KCNMB1"	"cardiovascular diseases"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"KCNMB1"	"nervous system diseases"	"Nervous System Diseases"	"No Development Reported"	FALSE
"KCNMB1"	"psychotic disorders"	"Mental Disorders"	"Discontinued"	FALSE
"KCNMB1"	"urinary bladder, overactive"	"Male Urogenital Diseases"	"Discontinued"	FALSE
"KCNMB1"	"urinary incontinence"	"Male Urogenital Diseases"	"Discontinued"	FALSE
"KCNN4"	"anemia, sickle cell"	"Hemic and Lymphatic Diseases"	"Discontinued"	FALSE
"KCNN4"	"asthma"	"Respiratory Tract Diseases"	"Discontinued"	FALSE
"KCNN4"	"atrial fibrillation"	"Cardiovascular Diseases"	"Preclinical"	FALSE
"KCNN4"	"gastrointestinal diseases"	"Digestive System Diseases"	"No Development Reported"	FALSE
"KCNN4"	"keratosis, actinic"	"Neoplasms"	"No Development Reported"	FALSE
"KCNN4"	"myotonic dystrophy"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"KCNN4"	"narcolepsy"	"Nervous System Diseases"	"No Development Reported"	FALSE
"KCNQ1"	"arrhythmias, cardiac"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"KCNQ1"	"arthritis"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"KCNQ1"	"atherosclerosis"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"KCNQ1"	"atrial fibrillation"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"KCNQ1"	"cardiovascular diseases"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"KCNQ1"	"diarrhea"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"KCNQ1"	"immune system diseases"	"Immune System Diseases"	"No Development Reported"	FALSE
"KCNQ1"	"tachycardia, supraventricular"	"Cardiovascular Diseases"	"Phase III Clinical Trial"	FALSE
"KCNQ1"	"urinary bladder, overactive"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"KCNQ1"	"ventricular fibrillation"	"Cardiovascular Diseases"	"Phase III Clinical Trial"	FALSE
"KCNQ2"	"attention deficit disorder with hyperactivity"	"Mental Disorders"	"No Development Reported"	FALSE
"KCNQ2"	"bipolar disorder"	"Mental Disorders"	"No Development Reported"	FALSE
"KCNQ2"	"diabetic neuropathies"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"KCNQ2"	"dysmenorrhea"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"KCNQ2"	"epilepsies, partial"	"Nervous System Diseases"	"Launched"	TRUE
"KCNQ2"	"epilepsy"	"Nervous System Diseases"	"Launched"	TRUE
"KCNQ2"	"fibromyalgia"	"Musculoskeletal Diseases"	"Phase II Clinical Trial"	FALSE
"KCNQ2"	"headache"	"Nervous System Diseases"	"Launched"	TRUE
"KCNQ2"	"intellectual disability"	"Nervous System Diseases"	"Launched"	TRUE
"KCNQ2"	"memory disorders"	"Nervous System Diseases"	"No Development Reported"	FALSE
"KCNQ2"	"migraine disorders"	"Nervous System Diseases"	"Launched"	TRUE
"KCNQ2"	"musculoskeletal pain"	"Nervous System Diseases"	"Launched"	TRUE
"KCNQ2"	"nervous system diseases"	"Nervous System Diseases"	"Preclinical"	FALSE
"KCNQ2"	"neuralgia"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"KCNQ2"	"neuralgia, postherpetic"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"KCNQ2"	"pain"	"Nervous System Diseases"	"Launched"	TRUE
"KCNQ2"	"pain, postoperative"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"KCNQ2"	"urinary incontinence"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"KCNQ3"	"attention deficit disorder with hyperactivity"	"Mental Disorders"	"No Development Reported"	FALSE
"KCNQ3"	"bipolar disorder"	"Mental Disorders"	"No Development Reported"	FALSE
"KCNQ3"	"diabetic neuropathies"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"KCNQ3"	"dysmenorrhea"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"KCNQ3"	"epilepsies, partial"	"Nervous System Diseases"	"Launched"	TRUE
"KCNQ3"	"epilepsy"	"Nervous System Diseases"	"Launched"	TRUE
"KCNQ3"	"fibromyalgia"	"Musculoskeletal Diseases"	"Phase II Clinical Trial"	FALSE
"KCNQ3"	"headache"	"Nervous System Diseases"	"Launched"	TRUE
"KCNQ3"	"intellectual disability"	"Nervous System Diseases"	"Launched"	TRUE
"KCNQ3"	"memory disorders"	"Nervous System Diseases"	"No Development Reported"	FALSE
"KCNQ3"	"migraine disorders"	"Nervous System Diseases"	"Launched"	TRUE
"KCNQ3"	"musculoskeletal pain"	"Nervous System Diseases"	"Launched"	TRUE
"KCNQ3"	"nervous system diseases"	"Nervous System Diseases"	"Preclinical"	FALSE
"KCNQ3"	"neuralgia"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"KCNQ3"	"neuralgia, postherpetic"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"KCNQ3"	"pain"	"Nervous System Diseases"	"Launched"	TRUE
"KCNQ3"	"pain, postoperative"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"KCNQ3"	"urinary incontinence"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"KCNQ4"	"asthma"	"Respiratory Tract Diseases"	"Preclinical"	FALSE
"KCNQ4"	"epilepsy"	"Nervous System Diseases"	"No Development Reported"	FALSE
"KCNQ4"	"memory disorders"	"Nervous System Diseases"	"No Development Reported"	FALSE
"KCNQ5"	"asthma"	"Respiratory Tract Diseases"	"Preclinical"	FALSE
"KDM1A"	"alzheimer disease"	"Nervous System Diseases"	"Preclinical"	FALSE
"KDM1A"	"dementia"	"Nervous System Diseases"	"Preclinical"	FALSE
"KDM1A"	"hematologic neoplasms"	"Neoplasms"	"Preclinical"	FALSE
"KDM1A"	"huntington disease"	"Nervous System Diseases"	"Preclinical"	FALSE
"KDM1A"	"leukemia, myeloid, acute"	"Neoplasms"	"Preclinical"	FALSE
"KDM1A"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KDM1A"	"parkinson disease"	"Nervous System Diseases"	"Preclinical"	FALSE
"KDR"	"adrenal gland neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KDR"	"asthma"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"KDR"	"atherosclerosis"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"KDR"	"biliary tract neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KDR"	"bone neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KDR"	"brain neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KDR"	"breast neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KDR"	"carcinoid tumor"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KDR"	"carcinoma, neuroendocrine"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KDR"	"carcinoma, non-small-cell lung"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KDR"	"colorectal neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KDR"	"diabetes complications"	"Endocrine System Diseases"	"No Development Reported"	FALSE
"KDR"	"diabetic foot"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"KDR"	"diabetic retinopathy"	"Eye Diseases"	"No Development Reported"	FALSE
"KDR"	"endometrial neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KDR"	"esophageal neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KDR"	"fallopian tube neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KDR"	"gastrointestinal neoplasms"	"Neoplasms"	"Launched"	TRUE
"KDR"	"gliosarcoma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KDR"	"head and neck neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KDR"	"hematologic neoplasms"	"Neoplasms"	"Suspended"	FALSE
"KDR"	"hypersensitivity"	"Immune System Diseases"	"No Development Reported"	FALSE
"KDR"	"idiopathic pulmonary fibrosis"	"Respiratory Tract Diseases"	"Phase III Clinical Trial"	FALSE
"KDR"	"immune system diseases"	"Immune System Diseases"	"No Development Reported"	FALSE
"KDR"	"inflammation"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"KDR"	"ischemia"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"KDR"	"kidney neoplasms"	"Neoplasms"	"Launched"	TRUE
"KDR"	"leiomyosarcoma"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KDR"	"leukemia"	"Neoplasms"	"No Development Reported"	FALSE
"KDR"	"leukemia, lymphoid"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KDR"	"leukemia, mast-cell"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KDR"	"leukemia, myeloid, acute"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KDR"	"leukemia, myelomonocytic, chronic"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KDR"	"liver neoplasms"	"Neoplasms"	"Launched"	TRUE
"KDR"	"lung neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KDR"	"lymphoma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KDR"	"lymphoma, non-hodgkin"	"Neoplasms"	"No Development Reported"	FALSE
"KDR"	"macular degeneration"	"Eye Diseases"	"No Development Reported"	FALSE
"KDR"	"macular edema"	"Eye Diseases"	"Discontinued"	FALSE
"KDR"	"mastocytosis"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KDR"	"melanoma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KDR"	"mesothelioma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KDR"	"multiple myeloma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KDR"	"myelodysplastic syndromes"	"Hemic and Lymphatic Diseases"	"Phase II Clinical Trial"	FALSE
"KDR"	"neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KDR"	"neoplasms, basal cell"	"Neoplasms"	"Discontinued"	FALSE
"KDR"	"neoplasms, squamous cell"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KDR"	"ocular motility disorders"	"Nervous System Diseases"	"No Development Reported"	FALSE
"KDR"	"ovarian neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KDR"	"pancreatic neoplasms"	"Neoplasms"	"Registered"	FALSE
"KDR"	"peripheral vascular diseases"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"KDR"	"peritoneal neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KDR"	"polycystic kidney diseases"	"Male Urogenital Diseases"	"Phase II Clinical Trial"	FALSE
"KDR"	"prostatic neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KDR"	"psoriasis"	"Skin and Connective Tissue Diseases"	"No Development Reported"	FALSE
"KDR"	"sarcoma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KDR"	"sarcoma, kaposi"	"Virus Diseases"	"Discontinued"	FALSE
"KDR"	"sarcoma, synovial"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KDR"	"small cell lung carcinoma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KDR"	"soft tissue neoplasms"	"Neoplasms"	"Launched"	TRUE
"KDR"	"stomach neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KDR"	"testicular neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KDR"	"thyroid neoplasms"	"Neoplasms"	"Launched"	TRUE
"KDR"	"urethral neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KDR"	"urinary bladder neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KDR"	"uterine cervical neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KDR"	"wet macular degeneration"	"Eye Diseases"	"Phase II Clinical Trial"	FALSE
"KHK"	"obesity"	"Nutritional and Metabolic Diseases"	"Preclinical"	FALSE
"KIF11"	"breast neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"carcinoma, non-small-cell lung"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"colorectal neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"endometrial neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIF11"	"esophageal neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"head and neck neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"hodgkin disease"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"kidney neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"leukemia, lymphoid"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIF11"	"leukemia, myeloid, acute"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"leukemia, myelomonocytic, chronic"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"liver neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"lymphoma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIF11"	"lymphoma, b-cell"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"lymphoma, non-hodgkin"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"lymphoma, t-cell"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"mesothelioma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIF11"	"multiple myeloma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"myelodysplastic syndromes"	"Hemic and Lymphatic Diseases"	"Phase II Clinical Trial"	FALSE
"KIF11"	"neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIF11"	"ovarian neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"pancreatic neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIF11"	"prostatic neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"sarcoma"	"Neoplasms"	"No Development Reported"	FALSE
"KIF11"	"small cell lung carcinoma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"soft tissue neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIF11"	"stomach neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIF11"	"thymoma"	"Neoplasms"	"No Development Reported"	FALSE
"KIF11"	"urinary bladder neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIR2DL1"	"carcinoma, non-small-cell lung"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIR2DL1"	"colorectal neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIR2DL1"	"hematologic neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIR2DL1"	"kidney neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIR2DL1"	"leukemia, myeloid, acute"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIR2DL1"	"melanoma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIR2DL1"	"multiple myeloma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIR2DL1"	"neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIR2DL1"	"ovarian neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIR2DL3"	"carcinoma, non-small-cell lung"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIR2DL3"	"colorectal neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIR2DL3"	"hematologic neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIR2DL3"	"kidney neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIR2DL3"	"leukemia, myeloid, acute"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIR2DL3"	"melanoma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIR2DL3"	"multiple myeloma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIR2DL3"	"neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIR2DL3"	"ovarian neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIR3DL2"	"lymphoma, t-cell"	"Neoplasms"	"Preclinical"	FALSE
"KISS1R"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KISS1R"	"prostatic neoplasms"	"Neoplasms"	"Discontinued"	FALSE
"KISS1R"	"urogenital abnormalities"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"KIT"	"alzheimer disease"	"Nervous System Diseases"	"Phase III Clinical Trial"	FALSE
"KIT"	"anemia"	"Hemic and Lymphatic Diseases"	"Launched"	FALSE
"KIT"	"arthritis, rheumatoid"	"Musculoskeletal Diseases"	"Phase III Clinical Trial"	FALSE
"KIT"	"asthma"	"Respiratory Tract Diseases"	"Phase III Clinical Trial"	FALSE
"KIT"	"biliary tract neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIT"	"blood coagulation disorders"	"Hemic and Lymphatic Diseases"	"Discontinued"	FALSE
"KIT"	"bone neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KIT"	"brain neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KIT"	"breast neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIT"	"carcinoid tumor"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIT"	"carcinoma, neuroendocrine"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIT"	"carcinoma, non-small-cell lung"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KIT"	"colorectal neoplasms"	"Neoplasms"	"Launched"	TRUE
"KIT"	"endometrial neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIT"	"esophageal neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIT"	"fallopian tube neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KIT"	"gastrointestinal neoplasms"	"Neoplasms"	"Launched"	TRUE
"KIT"	"gliosarcoma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIT"	"head and neck neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIT"	"hodgkin disease"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIT"	"hypereosinophilic syndrome"	"Hemic and Lymphatic Diseases"	"Launched"	TRUE
"KIT"	"hypertension, pulmonary"	"Respiratory Tract Diseases"	"Phase II Clinical Trial"	FALSE
"KIT"	"idiopathic pulmonary fibrosis"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"KIT"	"immune system diseases"	"Immune System Diseases"	"No Development Reported"	FALSE
"KIT"	"inflammation"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"KIT"	"kidney neoplasms"	"Neoplasms"	"Launched"	TRUE
"KIT"	"leiomyosarcoma"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KIT"	"leukemia"	"Neoplasms"	"No Development Reported"	FALSE
"KIT"	"leukemia, lymphoid"	"Neoplasms"	"Launched"	TRUE
"KIT"	"leukemia, mast-cell"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIT"	"leukemia, myeloid, acute"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KIT"	"leukemia, myelomonocytic, chronic"	"Neoplasms"	"Launched"	TRUE
"KIT"	"liver neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KIT"	"lymphoma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIT"	"macular edema"	"Eye Diseases"	"Discontinued"	FALSE
"KIT"	"mastocytosis"	"Neoplasms"	"Launched"	TRUE
"KIT"	"melanoma"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KIT"	"mesothelioma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"KIT"	"multiple myeloma"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KIT"	"multiple sclerosis"	"Nervous System Diseases"	"Discontinued"	FALSE
"KIT"	"multiple sclerosis, chronic progressive"	"Nervous System Diseases"	"Phase III Clinical Trial"	FALSE
"KIT"	"myelodysplastic syndromes"	"Hemic and Lymphatic Diseases"	"Phase II Clinical Trial"	FALSE
"KIT"	"neoplasms"	"Neoplasms"	"Launched"	TRUE
"KIT"	"ovarian neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KIT"	"pancreatic neoplasms"	"Neoplasms"	"Registered"	TRUE
"KIT"	"peritoneal neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KIT"	"polycythemia vera"	"Hemic and Lymphatic Diseases"	"Phase II Clinical Trial"	FALSE
"KIT"	"prostatic neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KIT"	"psoriasis"	"Skin and Connective Tissue Diseases"	"No Development Reported"	FALSE
"KIT"	"sarcoma"	"Neoplasms"	"Launched"	TRUE
"KIT"	"sarcoma, synovial"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KIT"	"scleroderma, systemic"	"Skin and Connective Tissue Diseases"	"No Development Reported"	FALSE
"KIT"	"small cell lung carcinoma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIT"	"soft tissue neoplasms"	"Neoplasms"	"Launched"	TRUE
"KIT"	"stomach neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIT"	"testicular neoplasms"	"Neoplasms"	"Discontinued"	FALSE
"KIT"	"thyroid neoplasms"	"Neoplasms"	"Launched"	TRUE
"KIT"	"urethral neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIT"	"urinary bladder neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"KIT"	"uterine cervical neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KIT"	"wet macular degeneration"	"Eye Diseases"	"Phase II Clinical Trial"	FALSE
"KIT"	"wounds and injuries"	"Wounds and Injuries"	"No Development Reported"	FALSE
"KLB"	"fatty liver"	"Digestive System Diseases"	"No Development Reported"	FALSE
"KLB"	"obesity"	"Nutritional and Metabolic Diseases"	"No Development Reported"	FALSE
"KLF5"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KLK1"	"angioedemas, hereditary"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"KLK1"	"asthma"	"Respiratory Tract Diseases"	"Preclinical"	FALSE
"KLK1"	"inflammation"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"KLK1"	"peripheral vascular diseases"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"KLK1"	"pulmonary disease, chronic obstructive"	"Respiratory Tract Diseases"	"Preclinical"	FALSE
"KLK1"	"rhinitis"	"Respiratory Tract Diseases"	"Preclinical"	FALSE
"KLK1"	"thrombosis"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"KLK1"	"vasospasm, intracranial"	"Nervous System Diseases"	"No Development Reported"	FALSE
"KLK2"	"ichthyosis"	"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"	"No Development Reported"	FALSE
"KLK2"	"prostatic neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KLK3"	"erectile dysfunction"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"KLK3"	"gastroesophageal reflux"	"Digestive System Diseases"	"Launched"	FALSE
"KLK3"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KLK3"	"pancreatitis"	"Digestive System Diseases"	"Launched"	FALSE
"KLK3"	"prostatic hyperplasia"	"Male Urogenital Diseases"	"Phase III Clinical Trial"	FALSE
"KLK3"	"prostatic neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"KLK3"	"prostatitis"	"Male Urogenital Diseases"	"Preclinical"	FALSE
"KLK7"	"dermatitis, atopic"	"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"	"No Development Reported"	FALSE
"KLK7"	"netherton syndrome"	"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"	"No Development Reported"	FALSE
"KLK7"	"ovarian neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KLK7"	"pancreatic neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KLRB1"	"infection"	"Bacterial Infections and Mycoses"	"Discontinued"	FALSE
"KLRB1"	"neoplasms"	"Neoplasms"	"Discontinued"	FALSE
"KLRC1"	"arthritis, rheumatoid"	"Musculoskeletal Diseases"	"Phase I Clinical Trial"	FALSE
"KLRK1"	"arthritis, rheumatoid"	"Musculoskeletal Diseases"	"Discontinued"	FALSE
"KLRK1"	"crohn disease"	"Digestive System Diseases"	"Discontinued"	FALSE
"KLRK1"	"diabetes mellitus, type 1"	"Nutritional and Metabolic Diseases"	"No Development Reported"	FALSE
"KMO"	"huntington disease"	"Nervous System Diseases"	"Preclinical"	FALSE
"KMO"	"nervous system diseases"	"Nervous System Diseases"	"No Development Reported"	FALSE
"KNG1"	"diabetic retinopathy"	"Eye Diseases"	"No Development Reported"	FALSE
"KNG1"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KNG1"	"wet macular degeneration"	"Eye Diseases"	"No Development Reported"	FALSE
"KPNB1"	"breast neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KPNB1"	"carcinoma, non-small-cell lung"	"Neoplasms"	"No Development Reported"	FALSE
"KPNB1"	"endometrial neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KPNB1"	"kidney neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KPNB1"	"leukemia, lymphoid"	"Neoplasms"	"No Development Reported"	FALSE
"KPNB1"	"leukemia, myeloid, acute"	"Neoplasms"	"No Development Reported"	FALSE
"KPNB1"	"leukemia, myelomonocytic, chronic"	"Neoplasms"	"No Development Reported"	FALSE
"KPNB1"	"myelodysplastic syndromes"	"Hemic and Lymphatic Diseases"	"No Development Reported"	FALSE
"KPNB1"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KPNB1"	"ovarian neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KPNB1"	"pancreatic neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"KRAS"	"brain neoplasms"	"Neoplasms"	"Discontinued"	FALSE
"KRAS"	"breast neoplasms"	"Neoplasms"	"Discontinued"	FALSE
"KRAS"	"carcinoma, non-small-cell lung"	"Neoplasms"	"Discontinued"	FALSE
"KRAS"	"colorectal neoplasms"	"Neoplasms"	"Discontinued"	FALSE
"KRAS"	"melanoma"	"Neoplasms"	"Discontinued"	FALSE
"KRAS"	"neoplasms"	"Neoplasms"	"Launched"	TRUE
"KRAS"	"pancreatic neoplasms"	"Neoplasms"	"Discontinued"	FALSE
"KRAS"	"small cell lung carcinoma"	"Neoplasms"	"Discontinued"	FALSE
"KRAS"	"virus diseases"	"Virus Diseases"	"No Development Reported"	FALSE
"KRT1"	"skin diseases"	"Skin and Connective Tissue Diseases"	"No Development Reported"	FALSE
