ti_uid	phasenum	phase	maxphasenum	maxphase	n_drugs
IGFBP2-D010300	4	Phase II	4	Phase II	1
IGFBP2-D011471	2	Preclinical	2	Preclinical	1
IGFBP2-D013119	3	Phase I	4	Phase II	1
IGFBP2-D020521	4	Phase II	4	Phase II	1
IGFBP3-D000070642	2	Preclinical	4	Phase II	1
IGFBP3-D000544	2	Preclinical	4	Phase II	1
IGFBP3-D000690	2	Preclinical	4	Phase II	1
IGFBP3-D001172	2	Preclinical	4	Phase II	1
IGFBP3-D001249	2	Preclinical	4	Phase II	1
IGFBP3-D001943	3	Phase I	3	Phase I	1
IGFBP3-D001943	3	Phase I	4	Phase II	1
IGFBP3-D002289	4	Phase II	4	Phase II	1
IGFBP3-D002545	2	Preclinical	4	Phase II	1
IGFBP3-D003922	2	Preclinical	2	Preclinical	1
IGFBP3-D006086	2	Preclinical	4	Phase II	1
IGFBP3-D008654	4	Phase II	4	Phase II	1
IGFBP3-D009103	4	Phase II	4	Phase II	1
IGFBP3-D009369	4	Phase II	4	Phase II	1
IGFBP3-D010190	3	Phase I	4	Phase II	1
IGFBP3-D010300	3	Phase I	4	Phase II	1
IGFBP3-D011471	4	Phase II	4	Phase II	1
IGFBP3-D011565	2	Preclinical	4	Phase II	1
IGFBP3-D012559	2	Preclinical	4	Phase II	1
IGFBP3-D015212	2	Preclinical	2	Preclinical	1
IGFBP3-D020521	2	Preclinical	4	Phase II	1
IGFBP5-D001943	2	Preclinical	2	Preclinical	1
IGFBP5-D009369	2	Preclinical	2	Preclinical	1
IGFBP5-D011471	2	Preclinical	2	Preclinical	1
IGHE-D001249	2	Preclinical	2	Preclinical	14
IGHE-D001249	3	Phase I	3	Phase I	11
IGHE-D001249	3	Phase I	5	Phase III	2
IGHE-D001249	4	Phase II	4	Phase II	4
IGHE-D001249	4	Phase II	5	Phase III	1
IGHE-D001249	5	Phase III	5	Phase III	2
IGHE-D001249	6	Launched	6	Launched	3
IGHE-D001327	2	Preclinical	2	Preclinical	1
IGHE-D003233	2	Preclinical	2	Preclinical	1
IGHE-D003876	2	Preclinical	2	Preclinical	1
IGHE-D003876	2	Preclinical	3	Phase I	1
IGHE-D003876	3	Phase I	3	Phase I	2
IGHE-D003876	4	Phase II	4	Phase II	2
IGHE-D003876	4	Phase II	5	Phase III	1
IGHE-D005512	3	Phase I	3	Phase I	3
IGHE-D005512	4	Phase II	4	Phase II	1
IGHE-D005512	5	Phase III	5	Phase III	1
IGHE-D006255	2	Preclinical	2	Preclinical	2
IGHE-D006255	2	Preclinical	3	Phase I	1
IGHE-D006255	3	Phase I	3	Phase I	3
IGHE-D006255	4	Phase II	4	Phase II	1
IGHE-D006967	2	Preclinical	2	Preclinical	4
IGHE-D006967	3	Phase I	3	Phase I	3
IGHE-D006967	4	Phase II	4	Phase II	1
IGHE-D007154	2	Preclinical	2	Preclinical	1
IGHE-D007239	2	Preclinical	2	Preclinical	1
IGHE-D007589	4	Phase II	4	Phase II	1
IGHE-D009298	2	Preclinical	2	Preclinical	1
IGHE-D009298	2	Preclinical	3	Phase I	1
IGHE-D009298	3	Phase I	3	Phase I	1
IGHE-D010391	4	Phase II	5	Phase III	1
IGHE-D012221	3	Phase I	3	Phase I	3
IGHE-D012221	4	Phase II	4	Phase II	1
IGHE-D012852	2	Preclinical	2	Preclinical	1
IGHE-D012852	2	Preclinical	3	Phase I	1
IGHE-D012852	3	Phase I	3	Phase I	1
IGHE-D014581	2	Preclinical	2	Preclinical	6
IGHE-D014581	2	Preclinical	3	Phase I	1
IGHE-D014581	3	Phase I	3	Phase I	6
IGHE-D014581	3	Phase I	6	Launched	1
IGHE-D014581	4	Phase II	4	Phase II	1
IGHE-D014581	5	Phase III	5	Phase III	4
IGHE-D014581	6	Launched	6	Launched	2
IGHE-D065631	2	Preclinical	2	Preclinical	4
IGHE-D065631	2	Preclinical	3	Phase I	1
IGHE-D065631	3	Phase I	3	Phase I	1
IGHE-D065631	3	Phase I	4	Phase II	1
IGHE-D065631	4	Phase II	4	Phase II	1
IGHM-D001327	2	Preclinical	4	Phase II	1
IGHM-D002056	2	Preclinical	2	Preclinical	1
IGHM-D009369	2	Preclinical	2	Preclinical	1
IGHM-D009422	4	Phase II	4	Phase II	1
IGHV1-69-D015451	2	Preclinical	2	Preclinical	1
IGSF11-D009369	2	Preclinical	2	Preclinical	1
IKBKB-D000080424	4	Phase II	4	Phase II	1
IKBKB-D000086382	4	Phase II	4	Phase II	1
IKBKB-D000326	3	Phase I	4	Phase II	1
IKBKB-D000690	2	Preclinical	4	Phase II	1
IKBKB-D001168	2	Preclinical	2	Preclinical	4
IKBKB-D001172	2	Preclinical	2	Preclinical	1
IKBKB-D001172	3	Phase I	3	Phase I	1
IKBKB-D001172	4	Phase II	4	Phase II	1
IKBKB-D001249	2	Preclinical	2	Preclinical	3
IKBKB-D001249	4	Phase II	4	Phase II	1
IKBKB-D001932	2	Preclinical	2	Preclinical	1
IKBKB-D001932	3	Phase I	3	Phase I	1
IKBKB-D001932	4	Phase II	4	Phase II	1
IKBKB-D003876	3	Phase I	3	Phase I	1
IKBKB-D003920	4	Phase II	4	Phase II	1
IKBKB-D005909	2	Preclinical	2	Preclinical	1
IKBKB-D005909	3	Phase I	3	Phase I	1
IKBKB-D005909	4	Phase II	4	Phase II	1
IKBKB-D006258	2	Preclinical	2	Preclinical	1
IKBKB-D006816	2	Preclinical	4	Phase II	1
IKBKB-D006976	4	Phase II	4	Phase II	1
IKBKB-D007154	2	Preclinical	2	Preclinical	1
IKBKB-D007249	2	Preclinical	2	Preclinical	3
IKBKB-D008223	3	Phase I	3	Phase I	1
IKBKB-D008527	2	Preclinical	2	Preclinical	1
IKBKB-D008527	3	Phase I	3	Phase I	1
IKBKB-D008527	4	Phase II	4	Phase II	1
IKBKB-D008545	3	Phase I	3	Phase I	1
IKBKB-D009101	3	Phase I	3	Phase I	1
IKBKB-D009103	3	Phase I	3	Phase I	1
IKBKB-D009369	3	Phase I	3	Phase I	1
IKBKB-D009369	3	Phase I	4	Phase II	1
IKBKB-D009422	2	Preclinical	4	Phase II	1
IKBKB-D009437	2	Preclinical	2	Preclinical	1
IKBKB-D010003	2	Preclinical	2	Preclinical	1
IKBKB-D010003	4	Phase II	4	Phase II	1
IKBKB-D010300	2	Preclinical	4	Phase II	1
IKBKB-D011471	2	Preclinical	2	Preclinical	1
IKBKB-D011565	2	Preclinical	2	Preclinical	1
IKBKB-D015179	2	Preclinical	2	Preclinical	1
IKBKB-D015212	2	Preclinical	2	Preclinical	1
IKBKB-D015212	3	Phase I	3	Phase I	1
IKBKB-D015352	2	Preclinical	2	Preclinical	1
IKBKB-D015451	3	Phase I	3	Phase I	1
IKBKB-D015470	2	Preclinical	2	Preclinical	1
IKBKB-D016399	2	Preclinical	2	Preclinical	1
IKBKB-D016403	2	Preclinical	2	Preclinical	1
IKBKB-D019337	3	Phase I	3	Phase I	1
IKBKB-D029424	2	Preclinical	2	Preclinical	4
IKBKB-D029424	3	Phase I	3	Phase I	1
IKBKB-D029424	4	Phase II	4	Phase II	1
IKBKB-D048909	4	Phase II	4	Phase II	1
IKBKB-D054990	4	Phase II	4	Phase II	1
IKBKB-D059352	4	Phase II	4	Phase II	1
IKBKE-D001172	2	Preclinical	2	Preclinical	2
IKBKE-D001943	2	Preclinical	2	Preclinical	1
IKBKE-D003920	2	Preclinical	2	Preclinical	1
IKBKE-D008180	2	Preclinical	2	Preclinical	2
IKBKE-D009369	2	Preclinical	2	Preclinical	2
IKBKE-D009765	2	Preclinical	2	Preclinical	1
IKBKE-D010051	2	Preclinical	2	Preclinical	1
IKBKE-D011565	2	Preclinical	2	Preclinical	2
IKBKE-D012595	2	Preclinical	2	Preclinical	1
IKBKE-D012859	2	Preclinical	2	Preclinical	1
IKBKE-D015212	2	Preclinical	2	Preclinical	1
IKBKE-D017285	2	Preclinical	2	Preclinical	1
IKBKE-D029424	2	Preclinical	2	Preclinical	1
IKBKE-D045743	2	Preclinical	2	Preclinical	1
IKBKE-D045745	2	Preclinical	2	Preclinical	1
IKBKE-D057092	2	Preclinical	2	Preclinical	1
IKBKE-NA	2	Preclinical	2	Preclinical	1
IKZF1-D008223	2	Preclinical	4	Phase II	1
IKZF1-D008228	3	Phase I	3	Phase I	1
IKZF1-D008228	4	Phase II	4	Phase II	1
IKZF1-D009101	3	Phase I	3	Phase I	1
IKZF1-D009101	4	Phase II	4	Phase II	1
IKZF1-D009190	2	Preclinical	3	Phase I	1
IKZF1-D009369	3	Phase I	3	Phase I	1
IKZF1-D015470	2	Preclinical	3	Phase I	1
IKZF1-D016411	2	Preclinical	4	Phase II	1
IKZF1-D019337	2	Preclinical	4	Phase II	1
IKZF1-D019337	3	Phase I	3	Phase I	1
IKZF1-D020522	2	Preclinical	4	Phase II	1
IKZF2-D009369	3	Phase I	3	Phase I	1
IKZF3-D008223	2	Preclinical	4	Phase II	1
IKZF3-D008228	3	Phase I	3	Phase I	1
IKZF3-D008228	4	Phase II	4	Phase II	1
IKZF3-D009101	3	Phase I	3	Phase I	1
IKZF3-D009101	4	Phase II	4	Phase II	1
IKZF3-D009190	2	Preclinical	3	Phase I	1
IKZF3-D009369	3	Phase I	3	Phase I	1
IKZF3-D015470	2	Preclinical	3	Phase I	1
IKZF3-D016393	3	Phase I	3	Phase I	1
IKZF3-D016411	2	Preclinical	4	Phase II	1
IKZF3-D019337	2	Preclinical	3	Phase I	1
IKZF3-D019337	2	Preclinical	4	Phase II	1
IKZF3-D019337	3	Phase I	3	Phase I	1
IKZF3-D020522	2	Preclinical	4	Phase II	1
IL10-D000544	2	Preclinical	2	Preclinical	1
IL10-D001172	2	Preclinical	2	Preclinical	4
IL10-D001327	2	Preclinical	2	Preclinical	1
IL10-D001943	2	Preclinical	2	Preclinical	1
IL10-D001943	3	Phase I	5	Phase III	1
IL10-D002289	4	Phase II	5	Phase III	1
IL10-D003092	2	Preclinical	2	Preclinical	1
IL10-D003093	2	Preclinical	2	Preclinical	2
IL10-D003093	3	Phase I	3	Phase I	1
IL10-D003424	2	Preclinical	2	Preclinical	2
IL10-D003876	4	Phase II	4	Phase II	1
IL10-D004715	2	Preclinical	2	Preclinical	1
IL10-D006069	2	Preclinical	2	Preclinical	1
IL10-D006086	2	Preclinical	2	Preclinical	1
IL10-D006938	2	Preclinical	5	Phase III	1
IL10-D007239	2	Preclinical	2	Preclinical	1
IL10-D007249	2	Preclinical	2	Preclinical	1
IL10-D007680	3	Phase I	5	Phase III	1
IL10-D008180	2	Preclinical	2	Preclinical	1
IL10-D008180	4	Phase II	4	Phase II	2
IL10-D009103	2	Preclinical	2	Preclinical	1
IL10-D009369	2	Preclinical	2	Preclinical	7
IL10-D009369	3	Phase I	3	Phase I	2
IL10-D009369	3	Phase I	5	Phase III	1
IL10-D009437	2	Preclinical	2	Preclinical	2
IL10-D009437	3	Phase I	4	Phase II	1
IL10-D010190	5	Phase III	5	Phase III	1
IL10-D011565	3	Phase I	3	Phase I	1
IL10-D012859	2	Preclinical	2	Preclinical	1
IL10-D015179	2	Preclinical	2	Preclinical	2
IL10-D015212	2	Preclinical	2	Preclinical	2
IL10-D015212	2	Preclinical	3	Phase I	1
IL10-D015212	2	Preclinical	5	Phase III	1
IL10-D019337	3	Phase I	3	Phase I	1
IL10-D050197	2	Preclinical	2	Preclinical	1
IL10-D054990	2	Preclinical	5	Phase III	1
IL10-D057180	2	Preclinical	2	Preclinical	1
IL10-D059352	2	Preclinical	2	Preclinical	1
IL10-D059352	4	Phase II	4	Phase II	1
IL10-D065626	2	Preclinical	5	Phase III	1
IL10RA-D000690	2	Preclinical	2	Preclinical	1
IL10RA-D001172	4	Phase II	4	Phase II	2
IL10RA-D001327	2	Preclinical	2	Preclinical	1
IL10RA-D003093	4	Phase II	4	Phase II	3
IL10RA-D003424	3	Phase I	4	Phase II	1
IL10RA-D003424	4	Phase II	4	Phase II	1
IL10RA-D003922	3	Phase I	3	Phase I	1
IL10RA-D006084	2	Preclinical	2	Preclinical	1
IL10RA-D007249	2	Preclinical	2	Preclinical	1
IL10RA-D009103	2	Preclinical	2	Preclinical	1
IL10RA-D009437	2	Preclinical	2	Preclinical	2
IL10RA-D014945	4	Phase II	4	Phase II	1
IL10RA-D015179	2	Preclinical	2	Preclinical	1
IL10RA-D015212	2	Preclinical	2	Preclinical	2
IL10RA-D015212	2	Preclinical	4	Phase II	1
IL10RA-D019449	4	Phase II	4	Phase II	1
IL10RA-D020196	4	Phase II	4	Phase II	1
IL11RA-D001778	2	Preclinical	2	Preclinical	1
IL11RA-D003093	4	Phase II	4	Phase II	1
IL11RA-D003424	4	Phase II	4	Phase II	1
IL11RA-D005355	2	Preclinical	2	Preclinical	1
IL11RA-D009369	2	Preclinical	2	Preclinical	1
IL11RA-D011471	3	Phase I	3	Phase I	1
IL11RA-D011832	2	Preclinical	2	Preclinical	1
IL11RA-D013921	2	Preclinical	2	Preclinical	5
IL11RA-D013921	5	Phase III	5	Phase III	2
IL11RA-D013921	6	Launched	6	Launched	2
IL11RA-D015427	2	Preclinical	2	Preclinical	1
IL11RA-D054990	2	Preclinical	2	Preclinical	1
IL11RA-D065626	2	Preclinical	2	Preclinical	2
IL12A-D001168	2	Preclinical	2	Preclinical	1
IL12A-D001172	2	Preclinical	2	Preclinical	1
IL12A-D001327	2	Preclinical	2	Preclinical	2
IL12A-D001749	4	Phase II	4	Phase II	1
IL12A-D001932	2	Preclinical	4	Phase II	1
IL12A-D001932	3	Phase I	3	Phase I	1
IL12A-D001932	4	Phase II	4	Phase II	1
IL12A-D001943	4	Phase II	4	Phase II	1
IL12A-D002289	3	Phase I	4	Phase II	1
IL12A-D003922	2	Preclinical	2	Preclinical	1
IL12A-D005185	4	Phase II	4	Phase II	1
IL12A-D005770	2	Preclinical	2	Preclinical	1
IL12A-D005909	2	Preclinical	4	Phase II	1
IL12A-D005909	3	Phase I	3	Phase I	1
IL12A-D005909	4	Phase II	4	Phase II	1
IL12A-D006258	2	Preclinical	4	Phase II	2
IL12A-D006258	4	Phase II	4	Phase II	1
IL12A-D006509	4	Phase II	4	Phase II	1
IL12A-D007154	2	Preclinical	2	Preclinical	2
IL12A-D007239	2	Preclinical	3	Phase I	1
IL12A-D007680	4	Phase II	4	Phase II	1
IL12A-D008175	4	Phase II	4	Phase II	1
IL12A-D008527	2	Preclinical	4	Phase II	1
IL12A-D008527	3	Phase I	3	Phase I	1
IL12A-D008527	4	Phase II	4	Phase II	1
IL12A-D008545	2	Preclinical	4	Phase II	1
IL12A-D008545	3	Phase I	3	Phase I	2
IL12A-D008545	3	Phase I	4	Phase II	1
IL12A-D008545	4	Phase II	4	Phase II	1
IL12A-D009101	2	Preclinical	2	Preclinical	1
IL12A-D009103	2	Preclinical	2	Preclinical	1
IL12A-D009190	2	Preclinical	4	Phase II	1
IL12A-D009369	2	Preclinical	2	Preclinical	13
IL12A-D009369	2	Preclinical	3	Phase I	1
IL12A-D009369	2	Preclinical	4	Phase II	1
IL12A-D009369	3	Phase I	3	Phase I	2
IL12A-D009369	4	Phase II	4	Phase II	2
IL12A-D010051	2	Preclinical	2	Preclinical	1
IL12A-D010051	4	Phase II	4	Phase II	1
IL12A-D010190	2	Preclinical	4	Phase II	1
IL12A-D010190	4	Phase II	4	Phase II	1
IL12A-D010534	4	Phase II	4	Phase II	1
IL12A-D011471	4	Phase II	4	Phase II	1
IL12A-D011565	2	Preclinical	2	Preclinical	1
IL12A-D011832	4	Phase II	4	Phase II	1
IL12A-D013921	3	Phase I	4	Phase II	1
IL12A-D014945	4	Phase II	4	Phase II	1
IL12A-D015179	4	Phase II	4	Phase II	1
IL12A-D015212	2	Preclinical	2	Preclinical	1
IL12A-D015470	4	Phase II	4	Phase II	1
IL12A-D016403	3	Phase I	4	Phase II	1
IL12A-D016410	3	Phase I	3	Phase I	1
IL12A-D016410	4	Phase II	4	Phase II	1
IL12A-D019337	2	Preclinical	2	Preclinical	1
IL12A-D019337	2	Preclinical	4	Phase II	1
IL12A-D055728	2	Preclinical	2	Preclinical	1
IL12A-NA	2	Preclinical	2	Preclinical	2
IL12B-D000224	2	Preclinical	2	Preclinical	1
IL12B-D001168	2	Preclinical	2	Preclinical	1
IL12B-D001172	2	Preclinical	2	Preclinical	1
IL12B-D001172	4	Phase II	4	Phase II	1
IL12B-D001172	4	Phase II	6	Launched	1
IL12B-D001327	2	Preclinical	2	Preclinical	1
IL12B-D001327	4	Phase II	4	Phase II	1
IL12B-D001932	2	Preclinical	4	Phase II	1
IL12B-D001932	3	Phase I	3	Phase I	1
IL12B-D001932	4	Phase II	4	Phase II	1
IL12B-D001943	4	Phase II	4	Phase II	1
IL12B-D002289	3	Phase I	4	Phase II	1
IL12B-D002583	4	Phase II	4	Phase II	1
IL12B-D003093	2	Preclinical	2	Preclinical	1
IL12B-D003093	2	Preclinical	5	Phase III	1
IL12B-D003093	3	Phase I	3	Phase I	1
IL12B-D003093	3	Phase I	4	Phase II	1
IL12B-D003093	3	Phase I	5	Phase III	4
IL12B-D003093	4	Phase II	5	Phase III	1
IL12B-D003093	5	Phase III	5	Phase III	1
IL12B-D003093	6	Launched	6	Launched	1
IL12B-D003424	2	Preclinical	2	Preclinical	2
IL12B-D003424	2	Preclinical	5	Phase III	1
IL12B-D003424	3	Phase I	3	Phase I	1
IL12B-D003424	3	Phase I	5	Phase III	7
IL12B-D003424	4	Phase II	4	Phase II	1
IL12B-D003424	5	Phase III	5	Phase III	2
IL12B-D003424	6	Launched	6	Launched	1
IL12B-D003876	4	Phase II	6	Launched	1
IL12B-D003882	5	Phase III	6	Launched	1
IL12B-D003922	2	Preclinical	2	Preclinical	1
IL12B-D003922	3	Phase I	6	Launched	1
IL12B-D005185	4	Phase II	4	Phase II	1
IL12B-D005909	2	Preclinical	4	Phase II	1
IL12B-D005909	3	Phase I	3	Phase I	1
IL12B-D005909	4	Phase II	4	Phase II	1
IL12B-D006258	2	Preclinical	4	Phase II	1
IL12B-D006258	4	Phase II	4	Phase II	2
IL12B-D006509	4	Phase II	4	Phase II	1
IL12B-D007154	2	Preclinical	2	Preclinical	2
IL12B-D007239	2	Preclinical	3	Phase I	1
IL12B-D007680	4	Phase II	4	Phase II	1
IL12B-D008105	4	Phase II	6	Launched	1
IL12B-D008175	4	Phase II	4	Phase II	1
IL12B-D008180	2	Preclinical	5	Phase III	1
IL12B-D008180	3	Phase I	5	Phase III	1
IL12B-D008180	5	Phase III	6	Launched	1
IL12B-D008527	2	Preclinical	4	Phase II	1
IL12B-D008527	3	Phase I	3	Phase I	1
IL12B-D008527	4	Phase II	4	Phase II	1
IL12B-D008545	3	Phase I	3	Phase I	2
IL12B-D008545	3	Phase I	4	Phase II	1
IL12B-D008545	4	Phase II	4	Phase II	2
IL12B-D009103	2	Preclinical	2	Preclinical	1
IL12B-D009103	4	Phase II	6	Launched	1
IL12B-D009369	2	Preclinical	2	Preclinical	5
IL12B-D009369	2	Preclinical	3	Phase I	1
IL12B-D009369	3	Phase I	3	Phase I	1
IL12B-D010051	2	Preclinical	2	Preclinical	1
IL12B-D010051	4	Phase II	4	Phase II	1
IL12B-D010190	2	Preclinical	4	Phase II	1
IL12B-D010190	4	Phase II	4	Phase II	1
IL12B-D010534	4	Phase II	4	Phase II	1
IL12B-D011471	4	Phase II	4	Phase II	1
IL12B-D011565	2	Preclinical	2	Preclinical	12
IL12B-D011565	3	Phase I	3	Phase I	1
IL12B-D011565	3	Phase I	4	Phase II	1
IL12B-D011565	5	Phase III	5	Phase III	10
IL12B-D011565	6	Launched	6	Launched	1
IL12B-D011832	4	Phase II	4	Phase II	1
IL12B-D012507	4	Phase II	6	Launched	1
IL12B-D013167	5	Phase III	6	Launched	1
IL12B-D013625	5	Phase III	6	Launched	1
IL12B-D013921	3	Phase I	4	Phase II	1
IL12B-D014945	4	Phase II	4	Phase II	1
IL12B-D015179	2	Preclinical	2	Preclinical	1
IL12B-D015179	4	Phase II	4	Phase II	1
IL12B-D015212	2	Preclinical	2	Preclinical	3
IL12B-D015535	2	Preclinical	2	Preclinical	5
IL12B-D015535	2	Preclinical	5	Phase III	1
IL12B-D015535	3	Phase I	3	Phase I	1
IL12B-D015535	3	Phase I	4	Phase II	1
IL12B-D015535	3	Phase I	5	Phase III	7
IL12B-D015535	5	Phase III	5	Phase III	2
IL12B-D015535	6	Launched	6	Launched	1
IL12B-D016403	3	Phase I	4	Phase II	1
IL12B-D016410	3	Phase I	3	Phase I	1
IL12B-D016410	4	Phase II	4	Phase II	1
IL12B-D017285	5	Phase III	6	Launched	1
IL12RB1-D001172	2	Preclinical	2	Preclinical	1
IL12RB1-D001172	3	Phase I	3	Phase I	1
IL12RB1-D001932	4	Phase II	4	Phase II	2
IL12RB1-D001943	4	Phase II	4	Phase II	2
IL12RB1-D002583	2	Preclinical	4	Phase II	1
IL12RB1-D003424	2	Preclinical	2	Preclinical	1
IL12RB1-D003424	3	Phase I	3	Phase I	1
IL12RB1-D005128	2	Preclinical	2	Preclinical	1
IL12RB1-D005767	2	Preclinical	2	Preclinical	1
IL12RB1-D005909	4	Phase II	4	Phase II	2
IL12RB1-D006258	2	Preclinical	4	Phase II	1
IL12RB1-D006258	4	Phase II	4	Phase II	1
IL12RB1-D007154	2	Preclinical	2	Preclinical	1
IL12RB1-D007239	2	Preclinical	3	Phase I	1
IL12RB1-D007680	3	Phase I	3	Phase I	1
IL12RB1-D008527	4	Phase II	4	Phase II	2
IL12RB1-D008545	3	Phase I	3	Phase I	1
IL12RB1-D008545	4	Phase II	4	Phase II	2
IL12RB1-D009103	2	Preclinical	2	Preclinical	1
IL12RB1-D009103	3	Phase I	3	Phase I	1
IL12RB1-D009369	2	Preclinical	2	Preclinical	6
IL12RB1-D009369	2	Preclinical	3	Phase I	1
IL12RB1-D009369	2	Preclinical	4	Phase II	2
IL12RB1-D009369	3	Phase I	3	Phase I	2
IL12RB1-D010051	4	Phase II	4	Phase II	1
IL12RB1-D010534	3	Phase I	4	Phase II	1
IL12RB1-D011471	3	Phase I	3	Phase I	1
IL12RB1-D011565	2	Preclinical	2	Preclinical	2
IL12RB1-D012120	2	Preclinical	2	Preclinical	1
IL12RB1-D012878	2	Preclinical	2	Preclinical	1
IL12RB1-D015266	4	Phase II	4	Phase II	1
IL12RB1-D015470	3	Phase I	3	Phase I	1
IL12RB1-D015658	4	Phase II	4	Phase II	1
IL12RB1-D016403	3	Phase I	3	Phase I	1
IL12RB1-D016410	3	Phase I	3	Phase I	1
IL12RB1-D016410	4	Phase II	4	Phase II	1
IL12RB1-D017099	3	Phase I	3	Phase I	1
IL12RB1-NA	4	Phase II	4	Phase II	1
IL12RB2-D001172	2	Preclinical	2	Preclinical	1
IL12RB2-D001172	3	Phase I	3	Phase I	1
IL12RB2-D001932	4	Phase II	4	Phase II	1
IL12RB2-D001943	4	Phase II	4	Phase II	1
IL12RB2-D002583	2	Preclinical	4	Phase II	1
IL12RB2-D003424	2	Preclinical	2	Preclinical	1
IL12RB2-D003424	3	Phase I	3	Phase I	1
IL12RB2-D005128	2	Preclinical	2	Preclinical	1
IL12RB2-D005767	2	Preclinical	2	Preclinical	1
IL12RB2-D005909	4	Phase II	4	Phase II	1
IL12RB2-D006258	4	Phase II	4	Phase II	1
IL12RB2-D007154	2	Preclinical	2	Preclinical	1
IL12RB2-D007239	2	Preclinical	3	Phase I	1
IL12RB2-D007680	3	Phase I	3	Phase I	1
IL12RB2-D008527	4	Phase II	4	Phase II	1
IL12RB2-D008545	3	Phase I	3	Phase I	1
IL12RB2-D008545	4	Phase II	4	Phase II	1
IL12RB2-D009103	2	Preclinical	2	Preclinical	1
IL12RB2-D009103	3	Phase I	3	Phase I	1
IL12RB2-D009369	2	Preclinical	2	Preclinical	4
IL12RB2-D009369	2	Preclinical	3	Phase I	1
IL12RB2-D009369	2	Preclinical	4	Phase II	1
IL12RB2-D009369	3	Phase I	3	Phase I	2
IL12RB2-D011565	2	Preclinical	2	Preclinical	2
IL12RB2-D012120	2	Preclinical	2	Preclinical	1
IL12RB2-D012878	2	Preclinical	2	Preclinical	1
IL12RB2-D015266	4	Phase II	4	Phase II	1
IL12RB2-D015658	4	Phase II	4	Phase II	1
IL12RB2-D016403	3	Phase I	3	Phase I	1
IL12RB2-D016410	3	Phase I	3	Phase I	1
IL12RB2-D016410	4	Phase II	4	Phase II	1
IL12RB2-D017099	3	Phase I	3	Phase I	1
IL13-D000152	2	Preclinical	3	Phase I	1
IL13-D001249	2	Preclinical	2	Preclinical	7
IL13-D001249	2	Preclinical	5	Phase III	1
IL13-D001249	3	Phase I	3	Phase I	5
IL13-D001249	4	Phase II	4	Phase II	4
IL13-D001249	5	Phase III	5	Phase III	1
IL13-D001249	5	Phase III	6	Launched	1
IL13-D001650	2	Preclinical	2	Preclinical	1
IL13-D001932	2	Preclinical	2	Preclinical	2
IL13-D001932	3	Phase I	3	Phase I	1
IL13-D001943	2	Preclinical	2	Preclinical	1
IL13-D003093	4	Phase II	4	Phase II	1
IL13-D003093	4	Phase II	6	Launched	1
IL13-D003424	4	Phase II	4	Phase II	1
IL13-D003876	2	Preclinical	2	Preclinical	2
IL13-D003876	3	Phase I	3	Phase I	2
IL13-D003876	4	Phase II	5	Phase III	1
IL13-D003876	5	Phase III	5	Phase III	1
IL13-D003876	6	Launched	6	Launched	1
IL13-D003924	2	Preclinical	2	Preclinical	1
IL13-D004938	2	Preclinical	2	Preclinical	1
IL13-D005909	2	Preclinical	2	Preclinical	2
IL13-D005909	3	Phase I	3	Phase I	1
IL13-D006255	4	Phase II	4	Phase II	1
IL13-D006258	2	Preclinical	2	Preclinical	1
IL13-D006689	4	Phase II	5	Phase III	1
IL13-D007154	2	Preclinical	2	Preclinical	2
IL13-D007680	2	Preclinical	2	Preclinical	1
IL13-D008113	2	Preclinical	2	Preclinical	1
IL13-D008175	2	Preclinical	2	Preclinical	1
IL13-D008527	2	Preclinical	2	Preclinical	2
IL13-D008527	3	Phase I	3	Phase I	1
IL13-D009369	2	Preclinical	2	Preclinical	1
IL13-D009369	5	Phase III	5	Phase III	1
IL13-D010190	2	Preclinical	2	Preclinical	1
IL13-D011014	2	Preclinical	2	Preclinical	1
IL13-D011471	2	Preclinical	2	Preclinical	1
IL13-D011565	3	Phase I	3	Phase I	1
IL13-D012393	2	Preclinical	3	Phase I	1
IL13-D012514	2	Preclinical	2	Preclinical	1
IL13-D012595	4	Phase II	4	Phase II	2
IL13-D014565	2	Preclinical	2	Preclinical	1
IL13-D014945	4	Phase II	4	Phase II	1
IL13-D015179	2	Preclinical	2	Preclinical	1
IL13-D029424	3	Phase I	6	Launched	1
IL13-D029424	4	Phase II	5	Phase III	1
IL13-D045743	4	Phase II	4	Phase II	2
IL13-D045745	4	Phase II	4	Phase II	2
IL13-D054990	4	Phase II	4	Phase II	2
IL13-D054990	4	Phase II	5	Phase III	1
IL13-D054990	4	Phase II	6	Launched	1
IL13-D057765	4	Phase II	4	Phase II	1
IL13-D057765	5	Phase III	5	Phase III	1
IL13RA1-D001249	2	Preclinical	2	Preclinical	4
IL13RA1-D001249	2	Preclinical	4	Phase II	1
IL13RA1-D001249	3	Phase I	3	Phase I	1
IL13RA1-D001932	2	Preclinical	2	Preclinical	1
IL13RA1-D003876	2	Preclinical	2	Preclinical	1
IL13RA1-D003876	4	Phase II	4	Phase II	2
IL13RA1-D003922	2	Preclinical	2	Preclinical	1
IL13RA1-D005909	2	Preclinical	2	Preclinical	1
IL13RA1-D006258	2	Preclinical	2	Preclinical	1
IL13RA1-D008527	2	Preclinical	2	Preclinical	1
IL13RA1-D008545	2	Preclinical	2	Preclinical	1
IL13RA1-D009369	2	Preclinical	2	Preclinical	1
IL13RA1-D009369	2	Preclinical	4	Phase II	1
