ti_uid	gene	indication_mesh_id	indication_mesh_term
FLT4-D007680	FLT4	D007680	Kidney Neoplasms
FLT4-D008113	FLT4	D008113	Liver Neoplasms
FLT4-D010051	FLT4	D010051	Ovarian Neoplasms
FLT4-D010190	FLT4	D010190	Pancreatic Neoplasms
FLT4-D010534	FLT4	D010534	Peritoneal Neoplasms
FLT4-D012509	FLT4	D012509	Sarcoma
FLT4-D013964	FLT4	D013964	Thyroid Neoplasms
FLT4-D015179	FLT4	D015179	Colorectal Neoplasms
FLT4-D016889	FLT4	D016889	Endometrial Neoplasms
FLT4-D018278	FLT4	D018278	Carcinoma, Neuroendocrine
FLT4-D018358	FLT4	D018358	Neuroendocrine Tumors
FLT4-D046152	FLT4	D046152	Gastrointestinal Stromal Tumors
FLT4-D054990	FLT4	D054990	Idiopathic Pulmonary Fibrosis
FLT4-D055752	FLT4	D055752	Small Cell Lung Carcinoma
FNTA-D009369	FNTA	D009369	Neoplasms
FNTA-D011371	FNTA	D011371	Progeria
FOLH1-D002289	FOLH1	D002289	Carcinoma, Non-Small-Cell Lung
FOLH1-D007918	FOLH1	D007918	Leprosy
FOLH1-D011471	FOLH1	D011471	Prostatic Neoplasms
FOLH1-D014376	FOLH1	D014376	Tuberculosis
FOLH1-D018805	FOLH1	D018805	Sepsis
FOLR1-D005185	FOLR1	D005185	Fallopian Tube Neoplasms
FOLR1-D010051	FOLR1	D010051	Ovarian Neoplasms
FOLR1-D010534	FOLR1	D010534	Peritoneal Neoplasms
FSHR-D007247	FSHR	D007247	Infertility, Female
FSHR-D007248	FSHR	D007248	Infertility, Male
FSHR-D011085	FSHR	D011085	Polycystic Ovary Syndrome
FYN-D000690	FYN	D000690	Amyotrophic Lateral Sclerosis
FYN-D004686	FYN	D004686	Encephalomyocarditis virus
FYN-D008415	FYN	D008415	Mastocytosis
FYN-D010190	FYN	D010190	Pancreatic Neoplasms
FYN-D015464	FYN	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
FYN-D046152	FYN	D046152	Gastrointestinal Stromal Tumors
FYN-D054198	FYN	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma
GAA-D003924	GAA	D003924	Diabetes Mellitus, Type 2
GAA-D006009	GAA	D006009	Glycogen Storage Disease Type II
GABBR1-D000437	GABBR1	D000437	Alcoholism
GABBR1-D002547	GABBR1	D002547	Cerebral Palsy
GABBR1-D004421	GABBR1	D004421	Dystonia
GABBR1-D009103	GABBR1	D009103	Multiple Sclerosis
GABBR1-D009128	GABBR1	D009128	Muscle Spasticity
GABBR1-D013119	GABBR1	D013119	Spinal Cord Injuries
GABRA1-D001008	GABRA1	D001008	Anxiety Disorders
GABRA1-D003863	GABRA1	D003863	Depression
GABRA1-D003865	GABRA1	D003865	Depressive Disorder, Major
GABRA1-D004827	GABRA1	D004827	Epilepsy
GABRA1-D004828	GABRA1	D004828	Epilepsies, Partial
GABRA1-D004829	GABRA1	D004829	Epilepsy, Generalized
GABRA1-D007319	GABRA1	D007319	Sleep Initiation and Maintenance Disorders
GABRA1-D009422	GABRA1	D009422	Nervous System Diseases
GABRA1-D013226	GABRA1	D013226	Status Epilepticus
GABRA1-D065768	GABRA1	D065768	Lennox Gastaut Syndrome
GABRA2-D001008	GABRA2	D001008	Anxiety Disorders
GABRA2-D004827	GABRA2	D004827	Epilepsy
GABRA2-D004828	GABRA2	D004828	Epilepsies, Partial
GABRA2-D004829	GABRA2	D004829	Epilepsy, Generalized
GABRA2-D007319	GABRA2	D007319	Sleep Initiation and Maintenance Disorders
GABRA2-D009422	GABRA2	D009422	Nervous System Diseases
GABRA2-D013226	GABRA2	D013226	Status Epilepticus
GABRA2-D065768	GABRA2	D065768	Lennox Gastaut Syndrome
GABRA3-D001008	GABRA3	D001008	Anxiety Disorders
GABRA3-D004827	GABRA3	D004827	Epilepsy
GABRA3-D004828	GABRA3	D004828	Epilepsies, Partial
GABRA3-D004829	GABRA3	D004829	Epilepsy, Generalized
GABRA3-D007319	GABRA3	D007319	Sleep Initiation and Maintenance Disorders
GABRA3-D009422	GABRA3	D009422	Nervous System Diseases
GABRA3-D013226	GABRA3	D013226	Status Epilepticus
GABRA3-D065768	GABRA3	D065768	Lennox Gastaut Syndrome
GABRA4-D004827	GABRA4	D004827	Epilepsy
GABRA4-D004828	GABRA4	D004828	Epilepsies, Partial
GABRA4-D004829	GABRA4	D004829	Epilepsy, Generalized
GABRA4-D013226	GABRA4	D013226	Status Epilepticus
GABRA5-D001008	GABRA5	D001008	Anxiety Disorders
GABRA5-D004827	GABRA5	D004827	Epilepsy
GABRA5-D004828	GABRA5	D004828	Epilepsies, Partial
GABRA5-D004829	GABRA5	D004829	Epilepsy, Generalized
GABRA5-D007319	GABRA5	D007319	Sleep Initiation and Maintenance Disorders
GABRA5-D009422	GABRA5	D009422	Nervous System Diseases
GABRA5-D013226	GABRA5	D013226	Status Epilepticus
GABRA5-D065768	GABRA5	D065768	Lennox Gastaut Syndrome
GALNS-D009085	GALNS	D009085	Mucopolysaccharidosis IV
GART-D002289	GART	D002289	Carcinoma, Non-Small-Cell Lung
GART-D008654	GART	D008654	Mesothelioma
GAST-D005764	GAST	D005764	Gastroesophageal Reflux
GAST-D010190	GAST	D010190	Pancreatic Neoplasms
GBA-D005776	GBA	D005776	Gaucher Disease
GCG-D003920	GCG	D003920	Diabetes Mellitus
GCG-D007003	GCG	D007003	Hypoglycemia
GCGR-D003920	GCGR	D003920	Diabetes Mellitus
GCGR-D007003	GCGR	D007003	Hypoglycemia
GCK-D003924	GCK	D003924	Diabetes Mellitus, Type 2
GDF2-D009447	GDF2	D009447	Neuroblastoma
GHR-D000172	GHR	D000172	Acromegaly
GHR-D004392	GHR	D004392	Dwarfism
GHR-D004393	GHR	D004393	Dwarfism, Pituitary
GHR-D011218	GHR	D011218	Prader-Willi Syndrome
GHR-D011628	GHR	D011628	Puberty, Delayed
GHR-D014424	GHR	D014424	Turner Syndrome
GHR-D019247	GHR	D019247	HIV Wasting Syndrome
GHRHR-D008060	GHRHR	D008060	Lipodystrophy
GHRHR-D018278	GHRHR	D018278	Carcinoma, Neuroendocrine
GHRHR-D018358	GHRHR	D018358	Neuroendocrine Tumors
GHSR-D000855	GHSR	D000855	Anorexia
GHSR-D002100	GHSR	D002100	Cachexia
GIPR-D003924	GIPR	D003924	Diabetes Mellitus, Type 2
GLA-D000795	GLA	D000795	Fabry Disease
GLP1R-D003924	GLP1R	D003924	Diabetes Mellitus, Type 2
GLP1R-D009765	GLP1R	D009765	Obesity
GLP2R-D012778	GLP2R	D012778	Short Bowel Syndrome
GNRH1-D001943	GNRH1	D001943	Breast Neoplasms
GNRH1-D004715	GNRH1	D004715	Endometriosis
GNRH1-D007889	GNRH1	D007889	Leiomyoma
GNRH1-D011471	GNRH1	D011471	Prostatic Neoplasms
GNRHR-D001943	GNRHR	D001943	Breast Neoplasms
GNRHR-D004715	GNRHR	D004715	Endometriosis
GNRHR-D007247	GNRHR	D007247	Infertility, Female
GNRHR-D007889	GNRHR	D007889	Leiomyoma
GNRHR-D010262	GNRHR	D010262	Paraphilic Disorders
GNRHR-D011471	GNRHR	D011471	Prostatic Neoplasms
GNRHR-D011629	GNRHR	D011629	Puberty, Precocious
GPR55-D004827	GPR55	D004827	Epilepsy
GPR55-D004831	GPR55	D004831	Epilepsies, Myoclonic
GPR55-D014402	GPR55	D014402	Tuberous Sclerosis
GPR55-D065768	GPR55	D065768	Lennox Gastaut Syndrome
GPRC5D-D009101	GPRC5D	D009101	Multiple Myeloma
GRIA1-D004828	GRIA1	D004828	Epilepsies, Partial
GRIA1-D004830	GRIA1	D004830	Epilepsy, Tonic-Clonic
GRIA1-D008881	GRIA1	D008881	Migraine Disorders
GRIA1-D065768	GRIA1	D065768	Lennox Gastaut Syndrome
GRIN1-D000544	GRIN1	D000544	Alzheimer Disease
GRIN1-D002545	GRIN1	D002545	Brain Ischemia
GRIN1-D004409	GRIN1	D004409	Dyskinesia, Drug-Induced
GRIN1-D010300	GRIN1	D010300	Parkinson Disease
GRIN1-D020521	GRIN1	D020521	Stroke
GUCY1A1-D006976	GUCY1A1	D006976	Hypertension, Pulmonary
GUCY1B1-D006333	GUCY1B1	D006333	Heart Failure
GUCY1B1-D006976	GUCY1B1	D006976	Hypertension, Pulmonary
GUCY2C-D003248	GUCY2C	D003248	Constipation
GUCY2C-D043183	GUCY2C	D043183	Irritable Bowel Syndrome
GUSB-D003967	GUSB	D003967	Diarrhea
GUSB-D016538	GUSB	D016538	Mucopolysaccharidosis VII
HAO1-D006959	HAO1	D006959	Hyperoxaluria
HAS2-D010003	HAS2	D010003	Osteoarthritis
HBB-D013789	HBB	D013789	Thalassemia
HCN1-D000787	HCN1	D000787	Angina Pectoris
HCN1-D006333	HCN1	D006333	Heart Failure
HCN2-D000787	HCN2	D000787	Angina Pectoris
HCN2-D006333	HCN2	D006333	Heart Failure
HCN3-D000787	HCN3	D000787	Angina Pectoris
HCN3-D006333	HCN3	D006333	Heart Failure
HCN4-D000787	HCN4	D000787	Angina Pectoris
HCN4-D006333	HCN4	D006333	Heart Failure
HCRTR1-D007319	HCRTR1	D007319	Sleep Initiation and Maintenance Disorders
HCRTR2-D007319	HCRTR2	D007319	Sleep Initiation and Maintenance Disorders
HDAC1-D009101	HDAC1	D009101	Multiple Myeloma
HDAC1-D016410	HDAC1	D016410	Lymphoma, T-Cell, Cutaneous
HDAC1-D016411	HDAC1	D016411	Lymphoma, T-Cell, Peripheral
HDAC10-D001943	HDAC10	D001943	Breast Neoplasms
HDAC10-D016399	HDAC10	D016399	Lymphoma, T-Cell
HDAC10-D016411	HDAC10	D016411	Lymphoma, T-Cell, Peripheral
HDAC2-D009101	HDAC2	D009101	Multiple Myeloma
HDAC2-D016410	HDAC2	D016410	Lymphoma, T-Cell, Cutaneous
HDAC2-D016411	HDAC2	D016411	Lymphoma, T-Cell, Peripheral
HDAC4-D016411	HDAC4	D016411	Lymphoma, T-Cell, Peripheral
HDAC6-D016410	HDAC6	D016410	Lymphoma, T-Cell, Cutaneous
HEXA-D008288	HEXA	D008288	Malaria
HGF-D006525	HGF	D006525	Hepatitis, Viral, Human
HGF-D007511	HGF	D007511	Ischemia
HMGCR-D002545	HMGCR	D002545	Brain Ischemia
HMGCR-D003072	HMGCR	D003072	Cognition Disorders
HMGCR-D006937	HMGCR	D006937	Hypercholesterolemia
HMGCR-D006938	HMGCR	D006938	Hyperlipoproteinemia Type II
HMGCR-D006949	HMGCR	D006949	Hyperlipidemias
HMGCR-D009203	HMGCR	D009203	Myocardial Infarction
HMGCR-D010024	HMGCR	D010024	Osteoporosis
HMGCR-D015179	HMGCR	D015179	Colorectal Neoplasms
HMGCR-D015228	HMGCR	D015228	Hypertriglyceridemia
HMGCR-D020521	HMGCR	D020521	Stroke
HMGCR-D048909	HMGCR	D048909	Diabetes Complications
HMGCR-D050171	HMGCR	D050171	Dyslipidemias
HMGCR-D050197	HMGCR	D050197	Atherosclerosis
HMOX1-D006932	HMOX1	D006932	Hyperbilirubinemia
HMOX1-D007565	HMOX1	D007565	Jaundice
HPD-D000474	HPD	D000474	Alkaptonuria
HPD-D020176	HPD	D020176	Tyrosinemias
HRH1-D000086382	HRH1	D000086382	COVID-19
HRH1-D001008	HRH1	D001008	Anxiety Disorders
HRH1-D001714	HRH1	D001714	Bipolar Disorder
HRH1-D003139	HRH1	D003139	Common Cold
HRH1-D003233	HRH1	D003233	Conjunctivitis, Allergic
HRH1-D003371	HRH1	D003371	Cough
HRH1-D003863	HRH1	D003863	Depression
HRH1-D003865	HRH1	D003865	Depressive Disorder, Major
HRH1-D003876	HRH1	D003876	Dermatitis, Atopic
HRH1-D004485	HRH1	D004485	Eczema
HRH1-D006255	HRH1	D006255	Rhinitis, Allergic, Seasonal
HRH1-D006967	HRH1	D006967	Hypersensitivity
HRH1-D007319	HRH1	D007319	Sleep Initiation and Maintenance Disorders
HRH1-D011537	HRH1	D011537	Pruritus
HRH1-D011618	HRH1	D011618	Psychotic Disorders
HRH1-D012221	HRH1	D012221	Rhinitis, Allergic, Perennial
HRH1-D012559	HRH1	D012559	Schizophrenia
HRH1-D014581	HRH1	D014581	Urticaria
HRH1-D065631	HRH1	D065631	Rhinitis, Allergic
HRH2-D004381	HRH2	D004381	Duodenal Ulcer
HRH2-D005756	HRH2	D005756	Gastritis
HRH2-D005764	HRH2	D005764	Gastroesophageal Reflux
HRH2-D007319	HRH2	D007319	Sleep Initiation and Maintenance Disorders
HRH2-D008545	HRH2	D008545	Melanoma
HRH2-D011537	HRH2	D011537	Pruritus
HRH2-D013276	HRH2	D013276	Stomach Ulcer
HRH2-D015470	HRH2	D015470	Leukemia, Myeloid, Acute
HRH3-D001049	HRH3	D001049	Apnea
HRH3-D002385	HRH3	D002385	Cataplexy
HRH3-D009290	HRH3	D009290	Narcolepsy
HSP90AA1-D016410	HSP90AA1	D016410	Lymphoma, T-Cell, Cutaneous
HSP90AA1-D046152	HSP90AA1	D046152	Gastrointestinal Stromal Tumors
HTR1A-D001008	HTR1A	D001008	Anxiety Disorders
HTR1A-D001321	HTR1A	D001321	Autistic Disorder
HTR1A-D001714	HTR1A	D001714	Bipolar Disorder
HTR1A-D003863	HTR1A	D003863	Depression
HTR1A-D003865	HTR1A	D003865	Depressive Disorder, Major
HTR1A-D005879	HTR1A	D005879	Tourette Syndrome
HTR1A-D011618	HTR1A	D011618	Psychotic Disorders
HTR1A-D012559	HTR1A	D012559	Schizophrenia
HTR1A-D012735	HTR1A	D012735	Sexual Dysfunction, Physiological
HTR1A-D020018	HTR1A	D020018	Sexual Dysfunctions, Psychological
HTR1B-D003865	HTR1B	D003865	Depressive Disorder, Major
HTR1B-D008881	HTR1B	D008881	Migraine Disorders
HTR1D-D001714	HTR1D	D001714	Bipolar Disorder
HTR1D-D003865	HTR1D	D003865	Depressive Disorder, Major
HTR1D-D008881	HTR1D	D008881	Migraine Disorders
HTR1D-D011618	HTR1D	D011618	Psychotic Disorders
HTR1D-D012559	HTR1D	D012559	Schizophrenia
HTR1F-D008881	HTR1F	D008881	Migraine Disorders
HTR2A-D001321	HTR2A	D001321	Autistic Disorder
HTR2A-D001714	HTR2A	D001714	Bipolar Disorder
HTR2A-D003863	HTR2A	D003863	Depression
HTR2A-D003865	HTR2A	D003865	Depressive Disorder, Major
HTR2A-D005879	HTR2A	D005879	Tourette Syndrome
HTR2A-D011618	HTR2A	D011618	Psychotic Disorders
HTR2A-D012559	HTR2A	D012559	Schizophrenia
HTR2A-D012735	HTR2A	D012735	Sexual Dysfunction, Physiological
HTR2A-D012893	HTR2A	D012893	Sleep Wake Disorders
HTR2A-D013927	HTR2A	D013927	Thrombosis
HTR2A-D020018	HTR2A	D020018	Sexual Dysfunctions, Psychological
HTR2C-D001008	HTR2C	D001008	Anxiety Disorders
HTR2C-D001714	HTR2C	D001714	Bipolar Disorder
HTR2C-D002032	HTR2C	D002032	Bulimia
HTR2C-D003863	HTR2C	D003863	Depression
HTR2C-D009765	HTR2C	D009765	Obesity
HTR2C-D011293	HTR2C	D011293	Premenstrual Syndrome
HTR2C-D011618	HTR2C	D011618	Psychotic Disorders
HTR2C-D012559	HTR2C	D012559	Schizophrenia
HTR2C-D012893	HTR2C	D012893	Sleep Wake Disorders
HTR2C-D052018	HTR2C	D052018	Bulimia Nervosa
HTR3A-D001714	HTR3A	D001714	Bipolar Disorder
HTR3A-D003863	HTR3A	D003863	Depression
HTR3A-D004415	HTR3A	D004415	Dyspepsia
HTR3A-D009325	HTR3A	D009325	Nausea
HTR3A-D011618	HTR3A	D011618	Psychotic Disorders
HTR3A-D012559	HTR3A	D012559	Schizophrenia
HTR3A-D014839	HTR3A	D014839	Vomiting
HTR3A-D020250	HTR3A	D020250	Postoperative Nausea and Vomiting
HTR3A-D043183	HTR3A	D043183	Irritable Bowel Syndrome
HTR4-D003248	HTR4	D003248	Constipation
HTR4-D004415	HTR4	D004415	Dyspepsia
HTR4-D005764	HTR4	D005764	Gastroesophageal Reflux
HTR4-D005767	HTR4	D005767	Gastrointestinal Diseases
HTR4-D009325	HTR4	D009325	Nausea
HTR4-D014839	HTR4	D014839	Vomiting
HTR4-D018589	HTR4	D018589	Gastroparesis
HTR4-D020250	HTR4	D020250	Postoperative Nausea and Vomiting
HTR4-D043183	HTR4	D043183	Irritable Bowel Syndrome
HTR4-D048909	HTR4	D048909	Diabetes Complications
HTR6-D001714	HTR6	D001714	Bipolar Disorder
HTR6-D003863	HTR6	D003863	Depression
HTR6-D011618	HTR6	D011618	Psychotic Disorders
HTR6-D012559	HTR6	D012559	Schizophrenia
HTR7-D001714	HTR7	D001714	Bipolar Disorder
HTR7-D003865	HTR7	D003865	Depressive Disorder, Major
HTR7-D011618	HTR7	D011618	Psychotic Disorders
HTR7-D012559	HTR7	D012559	Schizophrenia
HYAL1-D000086382	HYAL1	D000086382	COVID-19
HYAL1-D013514	HYAL1	D013514	Surgical Procedures, Operative
HYAL1-D060737	HYAL1	D060737	Reproductive Tract Infections
ICAM1-D003586	ICAM1	D003586	Cytomegalovirus Infections
ICAM1-D015352	ICAM1	D015352	Dry Eye Syndromes
ICAM1-D019449	ICAM1	D019449	Pouchitis
IDH1-D001650	IDH1	D001650	Bile Duct Neoplasms
IDH1-D015470	IDH1	D015470	Leukemia, Myeloid, Acute
IDH2-D015470	IDH2	D015470	Leukemia, Myeloid, Acute
IDS-D016532	IDS	D016532	Mucopolysaccharidosis II
IDUA-D008059	IDUA	D008059	Mucopolysaccharidosis I
IFNA1-D001989	IFNA1	D001989	Bronchiolitis Obliterans
IFNA1-D006509	IFNA1	D006509	Hepatitis B
IFNA1-D006526	IFNA1	D006526	Hepatitis C
IFNA1-D007943	IFNA1	D007943	Leukemia, Hairy Cell
IFNA2-D001749	IFNA2	D001749	Urinary Bladder Neoplasms
IFNAR1-D007239	IFNAR1	D007239	Infections
IFNAR1-D008180	IFNAR1	D008180	Lupus Erythematosus, Systemic
IFNAR1-D009422	IFNAR1	D009422	Nervous System Diseases
IFNAR1-D015817	IFNAR1	D015817	Eye Infections
IFNAR1-D020528	IFNAR1	D020528	Multiple Sclerosis, Chronic Progressive
IFNAR1-D020529	IFNAR1	D020529	Multiple Sclerosis, Relapsing-Remitting
IFNAR2-C535297	IFNAR2	C535297	Recurrent respiratory papillomatosis
IFNAR2-D000086382	IFNAR2	D000086382	COVID-19
IFNAR2-D001327	IFNAR2	D001327	Autoimmune Diseases
IFNAR2-D001749	IFNAR2	D001749	Urinary Bladder Neoplasms
IFNAR2-D001859	IFNAR2	D001859	Bone Neoplasms
IFNAR2-D001932	IFNAR2	D001932	Brain Neoplasms
IFNAR2-D002583	IFNAR2	D002583	Uterine Cervical Neoplasms
IFNAR2-D003699	IFNAR2	D003699	Hepatitis D
IFNAR2-D005909	IFNAR2	D005909	Glioblastoma
IFNAR2-D006505	IFNAR2	D006505	Hepatitis
IFNAR2-D006506	IFNAR2	D006506	Hepatitis A
IFNAR2-D006509	IFNAR2	D006509	Hepatitis B
IFNAR2-D006525	IFNAR2	D006525	Hepatitis, Viral, Human
IFNAR2-D006526	IFNAR2	D006526	Hepatitis C
IFNAR2-D006562	IFNAR2	D006562	Herpes Zoster
IFNAR2-D006646	IFNAR2	D006646	Histiocytosis, Langerhans-Cell
IFNAR2-D007637	IFNAR2	D007637	Keratoconjunctivitis
IFNAR2-D007680	IFNAR2	D007680	Kidney Neoplasms
IFNAR2-D007938	IFNAR2	D007938	Leukemia
IFNAR2-D007943	IFNAR2	D007943	Leukemia, Hairy Cell
IFNAR2-D008103	IFNAR2	D008103	Liver Cirrhosis
IFNAR2-D008223	IFNAR2	D008223	Lymphoma
IFNAR2-D008224	IFNAR2	D008224	Lymphoma, Follicular
IFNAR2-D008228	IFNAR2	D008228	Lymphoma, Non-Hodgkin
IFNAR2-D008527	IFNAR2	D008527	Medulloblastoma
IFNAR2-D008545	IFNAR2	D008545	Melanoma
IFNAR2-D009101	IFNAR2	D009101	Multiple Myeloma
IFNAR2-D009103	IFNAR2	D009103	Multiple Sclerosis
IFNAR2-D009369	IFNAR2	D009369	Neoplasms
IFNAR2-D010051	IFNAR2	D010051	Ovarian Neoplasms
IFNAR2-D011087	IFNAR2	D011087	Polycythemia Vera
IFNAR2-D012514	IFNAR2	D012514	Sarcoma, Kaposi
IFNAR2-D012878	IFNAR2	D012878	Skin Neoplasms
IFNAR2-D013921	IFNAR2	D013921	Thrombocytopenia
IFNAR2-D015464	IFNAR2	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
IFNAR2-D015477	IFNAR2	D015477	Leukemia, Myelomonocytic, Chronic
IFNAR2-D015658	IFNAR2	D015658	HIV Infections
IFNAR2-D015817	IFNAR2	D015817	Eye Infections
IFNAR2-D018295	IFNAR2	D018295	Neoplasms, Basal Cell
IFNAR2-D019337	IFNAR2	D019337	Hematologic Neoplasms
IFNAR2-D020528	IFNAR2	D020528	Multiple Sclerosis, Chronic Progressive
IFNAR2-D020529	IFNAR2	D020529	Multiple Sclerosis, Relapsing-Remitting
IFNAR2-D030361	IFNAR2	D030361	Papillomavirus Infections
IFNB1-D009103	IFNB1	D009103	Multiple Sclerosis
IFNB1-D020528	IFNB1	D020528	Multiple Sclerosis, Chronic Progressive
IFNB1-D020529	IFNB1	D020529	Multiple Sclerosis, Relapsing-Remitting
IFNG-D001172	IFNG	D001172	Arthritis, Rheumatoid
IFNG-D007251	IFNG	D007251	Influenza, Human
IFNG-D045169	IFNG	D045169	Severe Acute Respiratory Syndrome
IFNG-D051359	IFNG	D051359	Lymphohistiocytosis, Hemophagocytic
IFNGR1-D001172	IFNGR1	D001172	Arthritis, Rheumatoid
IFNGR1-D009369	IFNGR1	D009369	Neoplasms
IFNGR1-D010272	IFNGR1	D010272	Parasitic Diseases
IFNGR1-D015464	IFNGR1	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
IGF1R-D004393	IGF1R	D004393	Dwarfism, Pituitary
IGF1R-D049970	IGF1R	D049970	Graves Ophthalmopathy
IGHE-D001249	IGHE	D001249	Asthma
IGHE-D006255	IGHE	D006255	Rhinitis, Allergic, Seasonal
IGHE-D009298	IGHE	D009298	Nasal Polyps
IGHE-D012852	IGHE	D012852	Sinusitis
IGHE-D014581	IGHE	D014581	Urticaria
IL11RA-D013921	IL11RA	D013921	Thrombocytopenia
IL12B-D003093	IL12B	D003093	Colitis, Ulcerative
IL12B-D003424	IL12B	D003424	Crohn Disease
IL12B-D011565	IL12B	D011565	Psoriasis
IL12B-D015535	IL12B	D015535	Arthritis, Psoriatic
IL13-D003876	IL13	D003876	Dermatitis, Atopic
IL15RA-D001749	IL15RA	D001749	Urinary Bladder Neoplasms
IL17A-D001171	IL17A	D001171	Arthritis, Juvenile
IL17A-D011565	IL17A	D011565	Psoriasis
IL17A-D013167	IL17A	D013167	Spondylitis, Ankylosing
IL17A-D015535	IL17A	D015535	Arthritis, Psoriatic
IL17F-D011565	IL17F	D011565	Psoriasis
IL17F-D013167	IL17F	D013167	Spondylitis, Ankylosing
IL17F-D015535	IL17F	D015535	Arthritis, Psoriatic
IL17RA-D011565	IL17RA	D011565	Psoriasis
IL17RA-D012595	IL17RA	D012595	Scleroderma, Systemic
IL17RA-D013167	IL17RA	D013167	Spondylitis, Ankylosing
IL17RA-D015535	IL17RA	D015535	Arthritis, Psoriatic
IL17RA-D045743	IL17RA	D045743	Scleroderma, Diffuse
IL17RA-D045745	IL17RA	D045745	Scleroderma, Limited
IL1A-D006073	IL1A	D006073	Gout
IL1A-D010493	IL1A	D010493	Pericarditis
IL1A-D015179	IL1A	D015179	Colorectal Neoplasms
IL1A-D056587	IL1A	D056587	Cryopyrin-Associated Periodic Syndromes
IL1B-C536657	IL1B	C536657	Periodic fever, familial, autosomal dominant
IL1B-D001171	IL1B	D001171	Arthritis, Juvenile
IL1B-D006073	IL1B	D006073	Gout
IL1B-D010493	IL1B	D010493	Pericarditis
IL1B-D010505	IL1B	D010505	Familial Mediterranean Fever
IL1B-D015210	IL1B	D015210	Arthritis, Gouty
IL1B-D016706	IL1B	D016706	Still's Disease, Adult-Onset
IL1B-D050197	IL1B	D050197	Atherosclerosis
IL1B-D054078	IL1B	D054078	Mevalonate Kinase Deficiency
IL1B-D056587	IL1B	D056587	Cryopyrin-Associated Periodic Syndromes
IL1R1-D001172	IL1R1	D001172	Arthritis, Rheumatoid
IL1R1-D056587	IL1R1	D056587	Cryopyrin-Associated Periodic Syndromes
IL1RL2-D011565	IL1RL2	D011565	Psoriasis
IL1RN-D009393	IL1RN	D009393	Nephritis
IL2-D006086	IL2	D006086	Graft vs Host Disease
IL23A-D003093	IL23A	D003093	Colitis, Ulcerative
IL23A-D003424	IL23A	D003424	Crohn Disease
IL23A-D011565	IL23A	D011565	Psoriasis
IL23A-D015535	IL23A	D015535	Arthritis, Psoriatic
IL2RA-D001172	IL2RA	D001172	Arthritis, Rheumatoid
IL2RA-D001201	IL2RA	D001201	Ascites
IL2RA-D001749	IL2RA	D001749	Urinary Bladder Neoplasms
IL2RA-D001943	IL2RA	D001943	Breast Neoplasms
IL2RA-D002177	IL2RA	D002177	Candidiasis
IL2RA-D006086	IL2RA	D006086	Graft vs Host Disease
IL2RA-D006509	IL2RA	D006509	Hepatitis B
IL2RA-D007680	IL2RA	D007680	Kidney Neoplasms
IL2RA-D007918	IL2RA	D007918	Leprosy
IL2RA-D008113	IL2RA	D008113	Liver Neoplasms
IL2RA-D008175	IL2RA	D008175	Lung Neoplasms
IL2RA-D008180	IL2RA	D008180	Lupus Erythematosus, Systemic
IL2RA-D008223	IL2RA	D008223	Lymphoma
IL2RA-D008545	IL2RA	D008545	Melanoma
IL2RA-D012859	IL2RA	D012859	Sjogren's Syndrome
IL2RA-D014376	IL2RA	D014376	Tuberculosis
IL2RA-D015179	IL2RA	D015179	Colorectal Neoplasms
IL2RA-D020529	IL2RA	D020529	Multiple Sclerosis, Relapsing-Remitting
IL31-D003876	IL31	D003876	Dermatitis, Atopic
IL31-D011537	IL31	D011537	Pruritus
IL3RA-D019337	IL3RA	D019337	Hematologic Neoplasms
IL4R-D001249	IL4R	D001249	Asthma
IL4R-D003876	IL4R	D003876	Dermatitis, Atopic
IL4R-D009298	IL4R	D009298	Nasal Polyps
IL4R-D011536	IL4R	D011536	Prurigo
IL4R-D012852	IL4R	D012852	Sinusitis
IL4R-D057765	IL4R	D057765	Eosinophilic Esophagitis
IL5-D001249	IL5	D001249	Asthma
IL5-D009298	IL5	D009298	Nasal Polyps
IL5-D015267	IL5	D015267	Churg-Strauss Syndrome
IL5-D017681	IL5	D017681	Hypereosinophilic Syndrome
IL5-D029424	IL5	D029424	Pulmonary Disease, Chronic Obstructive
IL5RA-D001249	IL5RA	D001249	Asthma
IL5RA-D009298	IL5RA	D009298	Nasal Polyps
IL6-D000086382	IL6	D000086382	COVID-19
IL6-D001172	IL6	D001172	Arthritis, Rheumatoid
IL6-D005871	IL6	D005871	Castleman Disease
IL6-D012128	IL6	D012128	Respiratory Distress Syndrome
IL6R-D000080424	IL6R	D000080424	Cytokine Release Syndrome
IL6R-D000086382	IL6R	D000086382	COVID-19
IL6R-D001171	IL6R	D001171	Arthritis, Juvenile
IL6R-D001172	IL6R	D001172	Arthritis, Rheumatoid
IL6R-D005871	IL6R	D005871	Castleman Disease
IL6R-D009471	IL6R	D009471	Neuromyelitis Optica
IL6R-D014657	IL6R	D014657	Vasculitis
IL6R-D016706	IL6R	D016706	Still's Disease, Adult-Onset
IMPDH1-D006086	IMPDH1	D006086	Graft vs Host Disease
IMPDH1-D007154	IMPDH1	D007154	Immune System Diseases
IMPDH1-D008181	IMPDH1	D008181	Lupus Nephritis
